日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）
2020-10-28,1890.0,2087.0,1490.0,1589.0,3875300.0,1589.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.06985525487728131,0.22404027690371303,,,,,0.12020138451856513,0.12334801762114538,,
2020-10-29,1549.0,1976.0,1540.0,1935.0,11931100.0,1935.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.08527131782945736,-0.09354005167958657,,,,,-0.15762273901808785,-0.13488372093023257,,
2020-10-30,1949.0,2010.0,1543.0,1550.0,7082200.0,1550.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.25806451612903225,0.02967741935483871,,,,,0.02838709677419355,0.08064516129032258,,
2020-11-02,1630.0,1657.0,1351.0,1360.0,3136100.0,1360.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.3713235294117647,0.05661764705882353,,,,,0.18161764705882352,0.2235294117647059,,
2020-11-04,1425.0,1642.0,1354.0,1527.0,3990600.0,1527.0,1592.2,,,,,False,False,False,False,False,False,False,False,False,False,False,0.2639161755075311,0.137524557956778,,,,,0.02619515389652914,0.11656843483955469,,
2020-11-05,1603.0,1774.0,1573.0,1700.0,5062800.0,1700.0,1614.4,,,,,False,False,False,False,False,False,False,False,False,False,False,0.14411764705882352,0.06529411764705882,,,,,-0.047058823529411764,0.06588235294117648,,
2020-11-06,1780.0,2100.0,1744.0,2100.0,11842000.0,2100.0,1647.4,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.16476190476190475,-0.08571428571428572,,,,,-0.0380952380952381,-0.1523809523809524,,
2020-11-09,2250.0,2600.0,1900.0,1950.0,17086700.0,1950.0,1727.4,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.18153846153846154,-0.03538461538461538,,,,,0.06564102564102564,-0.11794871794871795,,
2020-11-10,1950.0,2115.0,1800.0,1865.0,7613000.0,1865.0,1828.4,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.22949061662198392,0.03646112600536193,,,,,0.024128686327077747,-0.005361930294906166,,
2020-11-11,1940.0,2029.0,1860.0,1930.0,2982400.0,1930.0,1909.0,1750.6,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1,0.03419689119170984,,,,,-0.04248704663212435,-0.0383419689119171,,0.0011424654404204274
