日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価,出来高変化率
2003-03-24,385.0,387.0,375.0,384.0,710000.0,384.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.015625,-0.0364583333333333,,,,,-0.1145833333333333,-0.0260416666666666,True,,,,1.0
2003-03-25,379.0,392.0,379.0,390.0,240000.0,390.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0307692307692307,-0.0435897435897435,,,,,-0.1282051282051282,-0.0282051282051282,True,,,,0.3380281690140845
2003-03-26,391.0,391.0,374.0,380.0,56000.0,380.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0131578947368421,-0.0447368421052631,,,,,-0.1236842105263157,-0.031578947368421,True,,,,0.2333333333333333
2003-03-27,385.0,390.0,379.0,385.0,113000.0,385.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0259740259740259,-0.0857142857142857,,,,,-0.148051948051948,-0.0415584415584415,True,,,,2.017857142857143
2003-03-28,385.0,388.0,383.0,386.0,53000.0,386.0,385.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0492227979274611,-0.0984455958549222,,,,,-0.0958549222797927,-0.044041450777202,True,,,,0.4690265486725664
2003-03-31,384.0,384.0,377.0,378.0,20000.0,378.0,383.8,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0211640211640211,-0.1058201058201058,,,,,-0.0634920634920634,0.0052910052910052,True,,,,0.3773584905660377
2003-04-01,378.0,378.0,378.0,378.0,1000.0,378.0,381.4,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0132275132275132,-0.1375661375661375,,,,,-0.0687830687830687,0.0052910052910052,True,,,,0.05
2003-04-02,370.0,375.0,367.0,375.0,16000.0,375.0,380.4,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.032,-0.128,,,,,-0.0586666666666666,0.0133333333333333,True,,,,16.0
2003-04-03,365.0,375.0,358.0,375.0,30000.0,375.0,378.4,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0613333333333333,-0.104,,,,,-0.048,0.04,True,,,,1.875
2003-04-04,372.0,372.0,367.0,367.0,5000.0,367.0,374.6,379.8,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0517711171662125,-0.0626702997275204,,,,,-0.0245231607629427,0.0626702997275204,True,-0.0050026329647183,,,0.1666666666666666
2003-04-07,370.0,370.0,370.0,370.0,3000.0,370.0,373.0,378.4,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0864864864864864,-0.0567567567567567,,,,,-0.027027027027027,0.0432432432432432,True,0.0018498942917548,,,0.6
2003-04-08,370.0,373.0,370.0,373.0,3000.0,373.0,372.0,376.7,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1260053619302949,-0.1045576407506702,,,,,-0.0294906166219839,0.0482573726541554,True,0.0095566764003186,,,1.0
2003-04-09,363.0,363.0,363.0,363.0,1000.0,363.0,369.6,375.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0991735537190082,-0.0798898071625344,,,,,0.0385674931129476,0.0771349862258953,True,0.0202666666666667,,,0.3333333333333333
2003-04-11,368.0,368.0,352.0,352.0,4000.0,352.0,365.0,371.7,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0454545454545454,-0.0511363636363636,,,,,0.0085227272727272,0.0994318181818181,True,0.0341673392520849,,,4.0
2003-04-15,348.0,348.0,348.0,348.0,2000.0,348.0,361.2,367.9,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0114942528735632,-0.0258620689655172,,,,,0.0775862068965517,0.1120689655172413,True,0.049741777656972,,,0.5
2003-04-16,338.0,338.0,338.0,338.0,4000.0,338.0,354.8,363.9,,,,False,False,False,False,False,False,False,False,False,False,False,0.0325443786982248,0.0059171597633136,,,,,0.1065088757396449,0.1538461538461538,True,0.064028579280022,,,2.0
2003-04-17,328.0,328.0,326.0,326.0,4000.0,326.0,345.4,358.7,,,,False,False,False,False,False,False,False,False,False,False,False,0.0245398773006134,0.0429447852760736,,,,,0.1196319018404908,0.1963190184049079,True,0.0822414273766378,,,1.0
2003-04-18,327.0,327.0,327.0,327.0,2000.0,327.0,338.2,353.9,,,,False,False,False,False,False,False,False,False,False,False,False,0.0214067278287461,0.018348623853211,,,,,0.1192660550458715,0.1926605504587156,True,0.099745690873128,,,0.5
2003-04-21,338.0,338.0,336.0,336.0,3000.0,336.0,335.0,350.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0059523809523809,-0.0238095238095238,,,,,0.0892857142857142,0.1369047619047619,True,0.1097142857142856,,,1.5
