日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価
2021-02-22,4645.0,4780.0,4020.0,4495.0,1800200.0,4495.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.27697441601779754,-0.42202447163515017,-0.3412680756395995,-0.3561735261401557,,,-0.3735261401557286,-0.36329254727474974,,,,
2021-02-24,4500.0,4630.0,3800.0,3810.0,1699400.0,3810.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.19816272965879264,-0.33359580052493437,-0.2572178477690289,-0.2871391076115485,,,-0.2803149606299213,-0.2669291338582677,,,,
2021-02-25,3940.0,4200.0,3460.0,4200.0,1759000.0,4200.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.23452380952380952,-0.3830952380952381,-0.3066666666666666,-0.3661904761904762,,,-0.3554761904761905,-0.32666666666666666,,,,
2021-02-26,3850.0,4120.0,3750.0,3880.0,1206700.0,3880.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.21005154639175258,-0.2894329896907217,-0.2443298969072165,-0.2755154639175258,,,-0.2858247422680412,-0.26829896907216494,,,,
2021-03-01,4060.0,4150.0,3535.0,3585.0,711000.0,3585.0,3994.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.23291492329149233,-0.2719665271966527,-0.2128312412831241,-0.2248256624825662,,,-0.16875871687587168,-0.24211994421199443,,,,
2021-03-02,3515.0,3595.0,3150.0,3250.0,661600.0,3250.0,3745.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.2006153846153846,-0.20646153846153847,-0.1335384615384615,-0.0803076923076923,,,-0.10276923076923077,-0.16738461538461538,,,,
2021-03-03,3210.0,3240.0,2986.0,3055.0,425200.0,3055.0,3594.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.16890343698854338,-0.11980360065466449,-0.1024549918166939,-0.048772504091653,,,-0.01309328968903437,-0.11751227495908347,,,,
2021-03-04,3000.0,3255.0,2971.0,3215.0,416600.0,3215.0,3397.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.19409020217729395,-0.04665629860031104,-0.15800933125972,-0.1409020217729393,,,-0.07527216174183515,-0.17947122861586315,,,,
2021-03-05,3180.0,3225.0,3040.0,3065.0,207100.0,3065.0,3234.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.10048939641109299,-0.06688417618270799,-0.0959216965742251,-0.0913539967373572,,,0.0,-0.10636215334420882,,,,
2021-03-08,3185.0,3270.0,2750.0,2750.0,391900.0,2750.0,3067.0,3530.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.05090909090909091,0.10545454545454545,0.0836363636363636,0.0018181818181818,,,0.07490909090909091,0.01781818181818182,,-0.21775952414672148,,
