日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価,出来高変化率,25日平均変動率,25日平均変動率差,75日平均変動率差
2000-12-14,330.0,330.0,330.0,330.0,524000.0,330.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1212121212121212,-0.2121212121212121,,,,,-0.1969696969696969,-0.1818181818181818,,,,,1.0,,,
2000-12-15,310.0,315.0,300.0,306.0,160000.0,306.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0849673202614379,-0.1764705882352941,,,,,-0.0849673202614379,-0.1274509803921568,,,,,0.3053435114503817,,,
2000-12-18,305.0,310.0,305.0,305.0,27000.0,305.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0524590163934426,-0.2393442622950819,,,,,-0.1442622950819672,-0.1147540983606557,,,,,0.16875,,,
2000-12-19,305.0,305.0,291.0,292.0,63000.0,292.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0376712328767123,-0.136986301369863,,,,,-0.0410958904109589,0.0102739726027397,,,,,2.333333333333333,,,
2000-12-20,295.0,295.0,290.0,290.0,13000.0,290.0,304.6,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0689655172413793,-0.1724137931034483,,,,,-0.0172413793103448,-0.0275862068965517,,,,,0.2063492063492063,,,
2000-12-21,290.0,291.0,290.0,290.0,41000.0,290.0,296.6,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1034482758620689,-0.1724137931034483,,,,,-0.0344827586206896,-0.0344827586206896,,,,,3.1538461538461537,,,
2000-12-22,285.0,290.0,280.0,280.0,46000.0,280.0,291.4,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1,-0.15,,,,,0.0714285714285714,0.0071428571428571,,,,,1.1219512195121952,,,
2000-12-25,280.0,289.0,280.0,289.0,14000.0,289.0,288.2,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1972318339100346,-0.1764705882352941,,,,,0.1245674740484429,-0.0242214532871972,,,,,0.3043478260869565,,,
2000-12-26,281.0,281.0,281.0,281.0,6000.0,281.0,286.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1032028469750889,-0.1459074733096085,,,,,0.1743772241992882,0.0071174377224199,,,,,0.4285714285714285,,,
2000-12-27,280.0,280.0,270.0,270.0,13000.0,270.0,282.0,293.3,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1111111111111111,-0.1111111111111111,,,,,0.1518518518518518,0.0481481481481481,,-0.0473917490623935,,,2.1666666666666665,,,
