日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率
2021-04-01,1464.0,1486.0,1460.0,1461.0,48200.0,1461.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.057494866529774126,-0.04791238877481177,-0.0588637919233401,-0.2895277207392197,,,-0.19917864476386038,,
2021-04-02,1461.0,1497.0,1425.0,1469.0,80000.0,1469.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.061946902654867256,-0.06262763784887679,-0.0769230769230769,-0.2920353982300885,,,-0.21715452688904016,,
2021-04-05,1471.0,1478.0,1443.0,1463.0,69900.0,1463.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.045112781954887216,-0.04647983595352016,-0.0704032809295967,-0.2891319207108681,,,-0.2535885167464115,,
2021-04-06,1465.0,1465.0,1424.0,1424.0,81000.0,1424.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0351123595505618,-0.03581460674157303,-0.0294943820224719,-0.2696629213483146,,,-0.23103932584269662,,
2021-04-07,1416.0,1430.0,1402.0,1414.0,59400.0,1414.0,1446.2,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.02263083451202263,-0.034653465346534656,-0.0268741159830268,-0.2637906647807638,,,-0.21782178217821782,,
2021-04-08,1402.0,1402.0,1375.0,1377.0,84900.0,1377.0,1429.4,,,,,False,False,False,False,False,False,False,False,False,False,False,0.010167029774872912,0.0036310820624546117,-0.1503267973856209,-0.242556281771968,,,-0.2018881626724764,,
2021-04-09,1377.0,1410.0,1375.0,1378.0,43100.0,1378.0,1411.2,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.000725689404934688,-0.002902757619738752,-0.1654571843251088,-0.2431059506531204,,,-0.2111756168359942,,
2021-04-12,1380.0,1397.0,1361.0,1397.0,75600.0,1397.0,1398.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0014316392269148174,0.020758768790264854,-0.2183249821045096,-0.2641374373657838,,,-0.22548317823908376,,
2021-04-13,1400.0,1407.0,1372.0,1374.0,40600.0,1374.0,1388.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.000727802037845706,0.010189228529839884,-0.2030567685589519,-0.2532751091703056,,,-0.22489082969432314,,
2021-04-14,1370.0,1387.0,1365.0,1382.0,31300.0,1382.0,1381.6,1413.9,,,,False,False,False,False,False,False,False,False,False,False,False,-0.012301013024602027,-0.011577424023154847,-0.1997105643994211,-0.260492040520984,,,-0.25253256150506515,,
2021-04-15,1393.0,1400.0,1381.0,1391.0,26100.0,1391.0,1384.4,1406.9,,,,False,False,False,False,False,False,False,False,False,False,False,-0.006470165348670022,-0.011502516175413372,-0.209920920201294,-0.2667145938173975,,,-0.24227174694464415,,
2021-04-16,1395.0,1401.0,1375.0,1377.0,31500.0,1377.0,1384.2,1397.7,,,,False,False,False,False,False,False,False,False,False,False,False,-0.002178649237472767,-0.015250544662309368,-0.2106027596223674,-0.2549019607843137,,,-0.2403776325344953,,
2021-04-19,1395.0,1410.0,1387.0,1395.0,39700.0,1395.0,1383.8,1390.9,,,,False,False,False,False,False,False,False,False,False,False,False,0.022222222222222223,-0.025089605734767026,-0.2243727598566308,-0.2802867383512545,,,-0.24086021505376345,,
2021-04-20,1395.0,1398.0,1373.0,1373.0,51100.0,1373.0,1383.6,1385.8,,,,False,False,False,False,False,False,False,False,False,False,False,0.010924981791697014,0.0065549890750182084,-0.224326292789512,-0.2884195193008012,,,-0.23525127458120904,,
2021-04-21,1370.0,1377.0,1348.0,1365.0,60500.0,1365.0,1380.2,1380.9,,,,False,False,False,False,False,False,False,False,False,False,False,0.0007326007326007326,0.00805860805860806,-0.2432234432234432,-0.2717948717948718,,,-0.23223443223443224,,
2021-04-22,1380.0,1392.0,1370.0,1382.0,26600.0,1382.0,1378.4,1381.4,,,,False,False,False,False,False,False,False,False,False,False,False,-0.005065123010130246,-0.15340086830680175,-0.2373371924746743,-0.276410998552822,,,-0.24891461649782923,,
2021-04-23,1370.0,1387.0,1365.0,1374.0,37700.0,1374.0,1377.8,1381.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.013100436681222707,-0.16302765647743814,-0.2387190684133915,-0.2663755458515284,,,-0.2430858806404658,,
2021-04-26,1444.0,1450.0,1409.0,1426.0,129900.0,1426.0,1384.0,1383.9,,,,False,False,False,False,False,False,False,False,False,False,True,-0.04628330995792426,-0.23422159887798036,-0.2573632538569425,-0.2959326788218794,,,-0.270687237026648,,
2021-04-27,1426.0,1428.0,1388.0,1388.0,67500.0,1388.0,1387.0,1385.3,,,,False,False,False,False,False,False,False,False,False,False,False,-0.004322766570605188,-0.21109510086455333,-0.2435158501440922,-0.2809798270893371,,,-0.2507204610951009,,
2021-04-28,1385.0,1391.0,1366.0,1366.0,62000.0,1366.0,1387.2,1383.7,,,,False,False,False,False,False,False,False,False,False,False,False,0.007320644216691069,-0.1903367496339678,-0.232796486090776,-0.2723279648609077,,,-0.23792093704245973,,
2021-04-30,1366.0,1395.0,1361.0,1375.0,56000.0,1375.0,1385.8,1382.1,,,,False,False,False,False,False,False,False,False,False,False,False,-0.14909090909090908,-0.20072727272727273,-0.245090909090909,-0.2836363636363636,,,-0.24145454545454545,,
2021-05-06,1376.0,1384.0,1353.0,1356.0,69800.0,1356.0,1382.2,1380.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.15191740412979352,-0.19837758112094395,-0.2330383480825958,-0.2713864306784661,,,-0.2308259587020649,,
2021-05-07,1361.0,1375.0,1355.0,1360.0,39700.0,1360.0,1369.0,1376.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.19705882352941176,-0.20441176470588235,-0.2352941176470588,-0.2779411764705882,,,-0.24411764705882352,,
2021-05-10,1360.0,1389.0,1360.0,1382.0,25200.0,1382.0,1367.8,1377.4,,,,False,False,False,False,False,False,False,False,False,False,False,-0.2076700434153401,-0.22937771345875543,-0.2474674384949348,-0.2836468885672937,,,-0.2575976845151954,,
2021-05-11,1386.0,1386.0,1360.0,1376.0,69200.0,1376.0,1369.8,1378.5,1393.0,,,False,False,False,False,False,False,False,False,False,False,False,-0.19622093023255813,-0.2492732558139535,-0.2434593023255813,-0.2870639534883721,-0.012354651162790697,,-0.25726744186046513,,
2021-05-12,1226.0,1250.0,1146.0,1170.0,309400.0,1170.0,1328.8,1357.3,1381.36,,,False,False,False,False,False,False,False,False,False,False,False,-0.06068376068376068,-0.09914529914529914,-0.1085470085470085,-0.1777777777777777,-0.18064957264957257,,-0.1282051282051282,,
2021-05-13,1170.0,1176.0,1150.0,1150.0,159900.0,1150.0,1287.6,1334.9,1368.6,,,False,False,False,False,False,False,False,False,False,True,False,-0.05478260869565217,-0.09043478260869565,-0.0930434782608695,-0.18,-0.19008695652173904,,-0.10782608695652174,,
2021-05-14,1152.0,1156.0,1089.0,1092.0,300600.0,1092.0,1234.0,1301.5,1353.76,,,False,False,False,False,False,False,False,False,False,True,False,-0.009157509157509158,-0.03021978021978022,-0.0586080586080586,-0.1437728937728937,-0.2397069597069597,,-0.08058608058608059,,
2021-05-17,1096.0,1116.0,1091.0,1095.0,71400.0,1095.0,1176.6,1272.2,1340.6,,,False,False,False,False,False,False,False,False,False,False,False,-0.0273972602739726,-0.0410958904109589,-0.0630136986301369,-0.1187214611872146,-0.2242922374429223,,-0.10776255707762557,,
2021-05-18,1100.0,1108.0,1097.0,1106.0,61600.0,1106.0,1122.6,1246.2,1328.28,,,False,False,False,False,False,False,False,False,False,False,False,-0.06600361663652803,-0.05244122965641953,-0.0759493670886076,-0.0958408679927667,-0.20097649186256777,,-0.10126582278481013,,
2021-05-19,1106.0,1106.0,1095.0,1099.0,72900.0,1099.0,1108.4,1218.6,1317.16,,,False,False,False,False,False,False,False,False,False,False,False,-0.04094631483166515,-0.055505004549590536,-0.0718835304822566,,-0.19850773430391272,,-0.09008189262966333,,
2021-05-20,1099.0,1099.0,1087.0,1087.0,57700.0,1087.0,1095.8,1191.7,1305.52,,,False,False,False,False,False,False,False,False,False,True,False,-0.03771849126034959,-0.04323827046918123,-0.0561177552897884,,-0.20103035878564857,,-0.07267709291628335,,
2021-05-21,1087.0,1104.0,1081.0,1082.0,69600.0,1082.0,1093.8,1163.9,1292.92,,,False,False,False,False,False,False,False,False,False,True,False,-0.021256931608133085,-0.038817005545286505,-0.0720887245841035,,-0.19493530499075792,,-0.07208872458410351,,
2021-05-24,1052.0,1067.0,1028.0,1065.0,185700.0,1065.0,1087.8,1132.2,1280.56,,,False,False,False,False,False,False,False,False,False,False,False,-0.014084507042253521,-0.023474178403755867,-0.0826291079812206,,-0.20240375586854456,,-0.06291079812206572,,
2021-05-25,1046.0,1061.0,1030.0,1033.0,132100.0,1033.0,1073.2,1097.9,1266.6,,,False,False,False,False,False,False,False,False,False,True,False,0.01452081316553727,0.007744433688286544,-0.0377541142303969,,-0.226137463697967,,-0.0377541142303969,,
2021-05-26,1033.0,1062.0,1028.0,1054.0,131100.0,1054.0,1064.2,1086.3,1253.12,,,False,False,False,False,False,False,False,False,False,False,False,-0.015180265654648957,-0.010436432637571158,-0.0512333965844402,,-0.18891840607210617,,-0.06546489563567362,,
2021-05-27,1059.0,1067.0,1041.0,1046.0,582000.0,1046.0,1056.0,1075.9,1239.88,,,False,False,False,False,False,False,False,False,False,False,False,-0.0057361376673040155,-0.0028680688336520078,-0.0363288718929254,,-0.18535372848948387,,-0.055449330783938815,,
2021-05-28,1051.0,1066.0,1049.0,1059.0,110000.0,1059.0,1051.4,1072.6,1226.44,,,False,False,False,False,False,False,False,False,False,True,False,-0.01794145420207743,-0.02927289896128423,-0.0519357884796978,,-0.15811142587346558,,-0.07271010387157696,,
2021-05-31,1056.0,1058.0,1049.0,1050.0,62700.0,1050.0,1048.4,1068.1,1213.52,,,False,False,False,False,False,False,False,False,False,False,False,-0.009523809523809525,-0.022857142857142857,-0.0495238095238095,,-0.1557333333333333,,-0.05714285714285714,,
2021-06-01,1046.0,1058.0,1044.0,1048.0,62400.0,1048.0,1051.4,1062.3,1200.84,,,False,False,False,False,False,False,False,False,False,False,False,-0.006679389312977099,-0.02480916030534351,-0.0515267175572519,,-0.14583969465648847,,-0.06393129770992366,,
2021-06-02,1049.0,1054.0,1034.0,1038.0,85600.0,1038.0,1048.2,1056.2,1187.08,,,False,False,False,False,False,False,False,False,False,True,False,0.004816955684007707,-0.017341040462427744,-0.0510597302504816,,-0.14362235067437373,,-0.07321772639691715,,
2021-06-03,1040.0,1044.0,1035.0,1040.0,82100.0,1040.0,1047.0,1051.5,1173.72,,,False,False,False,False,False,False,False,False,False,False,False,0.0028846153846153848,-0.013461538461538462,-0.05,,-0.12857692307692312,,-0.09326923076923077,,
2021-06-04,1043.0,1046.0,1037.0,1040.0,74500.0,1040.0,1043.2,1047.3,1158.28,,,False,False,False,False,False,False,False,False,False,True,False,-0.011538461538461539,-0.03461538461538462,-0.0557692307692307,,-0.1137307692307692,,-0.10096153846153846,,
2021-06-07,1049.0,1055.0,1038.0,1040.0,48900.0,1040.0,1041.2,1044.8,1144.36,,,False,False,False,False,False,False,False,False,False,False,False,-0.013461538461538462,-0.06057692307692308,-0.048076923076923,,-0.10034615384615375,,-0.07211538461538461,,
2021-06-08,1058.0,1066.0,1040.0,1041.0,124600.0,1041.0,1039.8,1045.6,1131.36,,,False,False,False,False,False,False,False,False,False,False,False,-0.01825168107588857,-0.04514889529298751,-0.0576368876080691,,-0.08680115273775206,,-0.0393852065321806,,
2021-06-09,1042.0,1060.0,1042.0,1043.0,59400.0,1043.0,1040.8,1044.5,1118.08,,,False,False,False,False,False,False,False,False,False,True,False,-0.02205177372962608,-0.04122722914669223,-0.0776605944391179,,-0.07198465963566628,,-0.029721955896452542,,
2021-06-10,1041.0,1048.0,1041.0,1043.0,48100.0,1043.0,1041.4,1044.2,1105.56,,,False,False,False,False,False,False,False,False,False,False,False,-0.016299137104506232,-0.03355704697986577,-0.0958772770853307,,-0.05998082454458288,,-0.0488974113135187,,
2021-06-11,1040.0,1041.0,1018.0,1028.0,131600.0,1028.0,1039.0,1041.1,1092.28,,,False,False,False,False,False,False,False,False,False,True,False,-0.023346303501945526,-0.023346303501945526,-0.0904669260700389,,-0.0625291828793774,,-0.048638132295719845,,
2021-06-14,1030.0,1032.0,1018.0,1026.0,57300.0,1026.0,1036.2,1038.7,1078.04,,,False,False,False,False,False,False,False,False,False,True,False,-0.04775828460038986,-0.02729044834307992,-0.0594541910331384,,-0.05072124756335279,,,,
2021-06-15,1022.0,1030.0,1014.0,1022.0,119900.0,1022.0,1032.4,1036.1,1063.88,,,False,False,False,False,False,False,False,False,False,True,False,-0.0273972602739726,-0.0273972602739726,-0.0215264187866927,,-0.04097847358121341,,,,
