日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率
2021-01-04,519.0,546.0,502.0,545.0,236100.0,545.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.009174311926605505,-0.02018348623853211,0.009174311926605505,-0.13761467889908258
2021-01-05,535.0,544.0,512.0,512.0,138700.0,512.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.060546875,0.064453125,0.091796875,-0.0625
2021-01-06,511.0,525.0,504.0,518.0,109700.0,518.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.021235521235521235,0.06177606177606178,0.18146718146718147,-0.025096525096525095
2021-01-07,520.0,525.0,506.0,511.0,65900.0,511.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.011741682974559686,0.07632093933463796,0.20743639921722112,0.005870841487279843
2021-01-08,512.0,533.0,508.0,517.0,65500.0,517.0,520.6,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.009671179883945842,0.09090909090909091,0.1644100580270793,0.007736943907156673
2021-01-12,522.0,570.0,515.0,550.0,307400.0,550.0,521.6,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.02909090909090909,0.014545454545454545,0.06363636363636363,-0.025454545454545455
2021-01-13,540.0,550.0,538.0,543.0,58600.0,543.0,527.8,,,,,False,False,False,False,False,False,False,False,False,False,False,0.003683241252302026,0.02394106813996317,0.09208103130755065,0.014732965009208104
2021-01-14,541.0,548.0,529.0,529.0,54600.0,529.0,530.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.03969754253308128,0.06805293005671077,0.09829867674858223,0.024574669187145556
2021-01-15,525.0,525.0,512.0,517.0,40600.0,517.0,531.2,,,,,False,False,False,False,False,False,False,False,False,False,False,0.06382978723404255,0.058027079303675046,0.06769825918762089,0.059961315280464215
2021-01-18,507.0,522.0,501.0,512.0,41400.0,512.0,530.2,525.4,,,,False,False,False,False,False,False,False,False,False,False,False,0.1015625,0.0390625,0.087890625,0.080078125
