日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価,出来高変化率,25日平均変動率,25日平均変動率差,75日平均変動率差
2020-03-13,2050.0,2350.0,1860.0,2068.0,483600.0,2068.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1392649903288201,-0.1484526112185686,,,,,0.394100580270793,0.528046421663443,,,,,1.0,,,
2020-03-16,2018.0,2129.0,1832.0,1900.0,92300.0,1900.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0447368421052631,-0.0636842105263157,,,,,0.3457894736842105,0.6526315789473685,,,,,0.1908602150537634,,,
2020-03-17,1780.0,1951.0,1777.0,1940.0,57600.0,1940.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0231958762886597,-0.045360824742268,,,,,0.4170103092783505,0.5355670103092783,,,,,0.6240520043336945,,,
2020-03-18,1999.0,2100.0,1867.0,1920.0,62400.0,1920.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0260416666666666,-0.009375,,,,,0.4046875,0.5005208333333333,,,,,1.0833333333333333,,,
2020-03-19,1920.0,1922.0,1728.0,1835.0,15800.0,1835.0,1932.6,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0027247956403269,0.0643051771117166,,,,,0.3771117166212534,0.547683923705722,,,,,0.2532051282051282,,,
2020-03-23,1770.0,1810.0,1730.0,1780.0,22600.0,1780.0,1875.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0106741573033707,0.2910112359550562,,,,,0.5898876404494382,0.5617977528089888,,,,,1.4303797468354431,,,
2020-03-24,1820.0,1890.0,1811.0,1815.0,20500.0,1815.0,1858.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0198347107438016,0.2820936639118457,,,,,0.581267217630854,0.5024793388429752,,,,,0.9070796460176992,,,
2020-03-25,1890.0,1950.0,1850.0,1895.0,18200.0,1895.0,1849.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0226912928759894,0.1562005277044854,,,,,0.4675461741424802,0.4248021108179419,,,,,0.8878048780487805,,,
2020-03-26,1930.0,1930.0,1810.0,1870.0,6100.0,1870.0,1839.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0171122994652406,0.2556149732620321,,,,,0.46524064171123,0.5240641711229946,,,,,0.3351648351648351,,,
2020-03-27,1898.0,1898.0,1800.0,1840.0,8200.0,1840.0,1840.0,1886.3,,,,False,False,False,False,False,False,False,False,False,False,False,0.0614130434782608,0.3347826086956522,,,,,0.5978260869565217,0.4864130434782608,,0.5263743837141494,,,1.3442622950819672,,,
