日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率
2021-01-04,5130.0,5130.0,4980.0,5090.0,22600,5079.90966796875,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.01768172888015717,-0.054027504911591355,-0.0756385068762279,-0.005893909626719057
2021-01-05,5170.0,5240.0,5090.0,5090.0,35200,5079.90966796875,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.030451866404715127,-0.043222003929273084,-0.030451866404715127,-0.025540275049115914
2021-01-06,5090.0,5170.0,5040.0,5050.0,32500,5039.98876953125,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.04950495049504951,-0.039603960396039604,-0.041584158415841586,0.009900990099009901
2021-01-07,5050.0,5110.0,4990.0,5000.0,23100,4990.087890625,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.021,-0.024,0.04,0.034
2021-01-08,5000.0,5130.0,4955.0,5130.0,26300,5119.83056640625,5072.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0769980506822612,-0.05360623781676413,0.037037037037037035,0.025341130604288498
2021-01-12,5030.0,5040.0,4955.0,5000.0,28600,4990.087890625,5054.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.037,-0.036,0.048,0.048
2021-01-13,4970.0,5030.0,4935.0,4935.0,40600,4925.216796875,5023.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.013171225937183385,-0.014184397163120567,0.06788247213779129,0.12056737588652482
2021-01-14,4935.0,4935.0,4775.0,4800.0,55200,4790.484375,4973.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.010416666666666666,0.020833333333333332,0.08541666666666667,0.17083333333333334
2021-01-15,4800.0,4935.0,4760.0,4895.0,49100,4885.29638671875,4952.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0030643513789581204,-0.033707865168539325,0.056179775280898875,0.17262512768130744
2021-01-18,4825.0,4965.0,4715.0,4735.0,44200,4725.61328125,4873.0,4972.5,,,,False,False,False,False,False,False,False,False,False,False,False,0.025343189017951427,-0.07602956705385427,0.09609292502639916,0.21013727560718057
2021-01-19,4710.0,4890.0,4695.0,4815.0,44400,4805.45458984375,4836.0,4945.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.0010384215991692627,-0.02284527518172378,0.08826583592938733,0.20456905503634476
2021-01-20,4815.0,4885.0,4750.0,4870.0,32100,4860.345703125,4823.0,4923.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.001026694045174538,0.013347022587268994,0.055441478439425054,0.188911704312115
2021-01-21,4870.0,4900.0,4800.0,4850.0,33900,4840.38525390625,4833.0,4903.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.010309278350515464,-0.002061855670103093,0.049484536082474224,0.16907216494845362
2021-01-22,4755.0,4885.0,4670.0,4880.0,50600,4870.326171875,4830.0,4891.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.030737704918032786,0.06557377049180328,0.0778688524590164,0.10860655737704918
2021-01-25,4900.0,4905.0,4810.0,4855.0,23700,4845.37548828125,4854.0,4863.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.09886714727085479,0.09577754891864057,0.16168898043254376,0.05664263645726056
2021-01-26,4855.0,4940.0,4820.0,4820.0,23700,4810.44482421875,4855.0,4845.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.023858921161825725,0.08713692946058091,0.18672199170124482,0.06224066390041494
2021-01-27,4920.0,4920.0,4810.0,4865.0,19200,4855.35546875,4854.0,4838.5,,,,False,False,False,False,False,False,False,False,False,False,False,0.014388489208633094,0.08324768756423433,0.19218910585817062,0.06680369989722508
2021-01-28,4770.0,4945.0,4760.0,4900.0,106100,4890.2861328125,4864.0,4848.5,,,,False,False,False,False,False,False,False,False,False,False,True,-0.012244897959183673,0.06326530612244897,0.12040816326530612,0.07551020408163266
2021-01-29,4950.0,4950.0,4695.0,4730.0,49400,4720.62353515625,4834.0,4832.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.09936575052854123,0.09302325581395349,0.11627906976744186,0.10993657505285412
2021-02-01,4645.0,4695.0,4320.0,4375.0,122600,4366.3271484375,4738.0,4796.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.216,0.18628571428571428,0.2,0.20685714285714285
2021-02-02,4430.0,4715.0,4345.0,4705.0,84500,4695.6728515625,4715.0,4785.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.11370882040382571,0.11370882040382571,0.07545164718384698,0.12858660998937302
2021-02-03,4660.0,5010.0,4660.0,4935.0,77700,4925.216796875,4729.0,4791.5,,,,False,False,False,False,False,False,False,False,False,False,False,0.06788247213779129,0.04154002026342452,0.005065856129685917,0.08611955420466058
2021-02-04,4835.0,4945.0,4780.0,4840.0,38700,4830.4052734375,4717.0,4790.5,,,,False,False,False,False,False,False,False,False,False,False,False,0.07644628099173553,0.05165289256198347,0.05371900826446281,0.10950413223140495
2021-02-05,4900.0,5280.0,4810.0,5200.0,93300,5189.69140625,4811.0,4822.5,,,,False,False,False,False,False,False,False,False,False,False,True,-0.0057692307692307696,0.011538461538461539,-0.0057692307692307696,0.032692307692307694
