日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率
2021-04-07,3450.0,3625.0,3205.0,3205.0,4961600.0,3205.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0967238689547582,0.014040561622464899,-0.0436817472698908,0.2340093603744149,,,-0.0405616224648986,,
2021-04-08,3405.0,3705.0,3325.0,3350.0,5827000.0,3350.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.022388059701492536,-0.0626865671641791,-0.1641791044776119,0.144776119402985,,,-0.04477611940298507,,
2021-04-09,3440.0,3535.0,3250.0,3355.0,2122800.0,3355.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.005961251862891207,-0.05216095380029806,-0.2116244411326378,0.1847988077496274,,,0.00894187779433681,,
2021-04-12,3455.0,3480.0,3365.0,3465.0,669800.0,3465.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.03318903318903319,-0.05772005772005772,-0.2294372294372294,0.2236652236652236,,,-0.03463203463203463,,
2021-04-13,3515.0,3560.0,3415.0,3485.0,610200.0,3485.0,3372.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.03873744619799139,-0.04160688665710186,-0.0903873744619799,0.2324246771879483,,,0.06743185078909612,,
2021-04-14,3520.0,3775.0,3485.0,3515.0,1784400.0,3515.0,3434.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.07539118065433854,-0.04836415362731152,-0.1251778093883357,0.139402560455192,,,0.05547652916073969,,
2021-04-15,3465.0,3560.0,3380.0,3425.0,415600.0,3425.0,3449.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.08321167883211679,-0.033576642335766425,-0.0656934306569343,0.2233576642335766,,,0.17664233576642335,,
2021-04-16,3475.0,3525.0,3350.0,3375.0,274000.0,3375.0,3453.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.057777777777777775,-0.04,0.0029629629629629,0.1955555555555555,,,0.2325925925925926,,
2021-04-19,3380.0,3405.0,3325.0,3350.0,128800.0,3350.0,3430.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.025373134328358207,-0.034328358208955224,-0.0014925373134328,0.2328358208955223,,,0.2,,
2021-04-20,3370.0,3415.0,3335.0,3350.0,154000.0,3350.0,3403.0,3387.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0029850746268656717,-0.056716417910447764,0.1104477611940298,0.2462686567164179,,,0.13880597014925372,,
2021-04-21,3300.0,3360.0,3225.0,3250.0,180600.0,3250.0,3350.0,3392.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.02923076923076923,-0.05692307692307692,0.1415384615384615,0.3830769230769231,,,0.2,,
2021-04-22,3275.0,3305.0,3095.0,3140.0,195600.0,3140.0,3293.0,3371.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.054140127388535034,-0.10828025477707007,0.2834394904458598,0.4872611464968153,,,0.18312101910828024,,
2021-04-23,3090.0,3190.0,3005.0,3180.0,298400.0,3180.0,3254.0,3353.5,,,,False,False,False,False,False,False,False,False,False,False,False,0.018867924528301886,-0.16823899371069181,0.3081761006289308,0.3852201257861635,,,0.1430817610062893,,
2021-04-26,3130.0,3275.0,3090.0,3265.0,153600.0,3265.0,3237.0,3333.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.009188361408882083,-0.18223583460949463,0.231240428790199,0.3476263399693721,,,0.08422664624808576,,
2021-04-27,3275.0,3350.0,3205.0,3340.0,146800.0,3340.0,3235.0,3319.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.05389221556886228,-0.05089820359281437,0.1422155688622754,0.2994011976047904,,,0.14520958083832336,,
2021-04-28,3330.0,3365.0,3180.0,3345.0,157200.0,3345.0,3254.0,3302.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.08370702541106129,-0.08071748878923767,0.1659192825112107,0.2899850523168908,,,0.18236173393124067,,
2021-04-30,3340.0,3385.0,3240.0,3310.0,108000.0,3310.0,3288.0,3290.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1540785498489426,-0.03323262839879154,0.1223564954682779,0.2522658610271903,,,0.15861027190332327,,
2021-05-06,3310.0,3315.0,3210.0,3240.0,54600.0,3240.0,3300.0,3277.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.18364197530864199,0.044753086419753084,0.1219135802469135,0.2006172839506173,,,0.22685185185185186,,
2021-05-07,3215.0,3290.0,3215.0,3235.0,56600.0,3235.0,3294.0,3265.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.17465224111282843,0.03400309119010819,0.0942812982998454,0.2179289026275115,,,0.3106646058732612,,
2021-05-10,3235.0,3240.0,3155.0,3160.0,72600.0,3160.0,3258.0,3246.5,,,,False,False,False,False,False,False,False,False,False,False,False,0.0031645569620253164,0.17721518987341772,0.2104430379746835,0.2120253164556962,,,0.35917721518987344,,
2021-05-11,3110.0,3140.0,3035.0,3065.0,98800.0,3065.0,3202.0,3228.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.0032626427406199023,0.21044045676998369,0.2903752039151713,0.4632952691680261,,,0.3066884176182708,,
2021-05-12,3065.0,3095.0,2570.0,2800.0,475200.0,2800.0,3100.0,3194.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.14285714285714285,0.4392857142857143,0.3696428571428571,0.5714285714285714,,,0.49642857142857144,,
2021-05-13,2660.0,2750.0,2445.0,2645.0,257800.0,2645.0,2981.0,3140.5,,,,False,False,False,False,False,False,False,False,False,False,False,0.27977315689981097,0.5727788279773157,0.502835538752363,0.780718336483932,,,0.5255198487712666,,
2021-05-14,2710.0,2745.0,2655.0,2670.0,120400.0,2670.0,2868.0,3081.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.25280898876404495,0.5056179775280899,0.5880149812734082,0.7921348314606742,,,0.5468164794007491,,
2021-05-17,3170.0,3170.0,3170.0,3170.0,12600.0,3170.0,2870.0,3064.0,3227.6,,,False,False,False,False,False,False,False,False,False,False,False,0.17350157728706625,0.20347003154574134,0.3548895899053628,0.4637223974763407,-0.018170347003154546,,0.31703470031545744,,
2021-05-18,3420.0,3455.0,3050.0,3075.0,1199400.0,3075.0,2872.0,3037.0,3222.4,,,False,False,False,False,False,False,False,False,False,False,False,0.20650406504065041,0.2682926829268293,0.3024390243902439,0.6097560975609756,-0.04793495934959353,,0.46178861788617886,,
2021-05-19,3060.0,3290.0,2955.0,3200.0,551400.0,3200.0,2952.0,3026.0,3216.4,,,False,False,False,False,False,False,False,False,False,True,False,0.259375,0.1609375,0.309375,,-0.005125000000000029,,0.459375,,
2021-05-20,3155.0,3390.0,3125.0,3385.0,234400.0,3385.0,3100.0,3040.5,3217.6,,,False,False,False,False,True,False,True,False,False,False,True,0.22895125553914328,0.07385524372230429,0.1920236336779911,,0.049453471196454976,,0.30132939438700146,,
2021-05-21,3385.0,3425.0,3285.0,3345.0,194800.0,3345.0,3235.0,3051.5,3212.8,,,False,False,False,False,False,False,False,False,False,True,False,0.20179372197309417,0.05829596412556054,0.2346786248131539,,0.03952167414050817,,0.3153961136023916,,
2021-05-24,3425.0,3765.0,3395.0,3720.0,1270600.0,3720.0,3345.0,3107.5,3222.2,,,False,False,False,False,False,False,True,False,True,False,False,0.025537634408602152,0.028225806451612902,0.1223118279569892,,0.13381720430107533,,0.16666666666666666,,
2021-05-25,3785.0,3915.0,3555.0,3710.0,1482200.0,3710.0,3472.0,3172.0,3230.0,,,False,False,False,False,False,False,True,False,False,True,False,0.05121293800539083,0.0660377358490566,0.2115902964959568,,0.1293800539083558,,0.16307277628032346,,
2021-05-26,3850.0,4085.0,3715.0,4030.0,1200400.0,4030.0,3638.0,3295.0,3254.2,,,False,False,False,False,False,False,True,False,False,False,False,-0.07816377171215881,-0.04838709677419355,0.1588089330024814,,0.19250620347394545,,0.028535980148883373,,
2021-05-27,3980.0,4295.0,3880.0,4160.0,1482000.0,4160.0,3793.0,3446.5,3285.6,,,False,False,False,False,False,False,True,False,False,False,False,-0.12620192307692307,-0.04447115384615385,0.0588942307692307,,0.2101923076923077,,-0.06490384615384616,,
2021-05-28,4180.0,4205.0,4010.0,4020.0,463600.0,4020.0,3928.0,3581.5,3312.4,,,False,False,False,False,False,False,True,False,False,True,False,-0.11940298507462686,0.05472636815920398,0.0945273631840796,,0.17601990049751243,,-0.01990049751243781,,
2021-05-31,4025.0,4090.0,3760.0,3815.0,339400.0,3815.0,3947.0,3646.0,3331.0,,,False,False,False,False,False,False,True,False,False,True,False,0.002621231979030144,0.1258191349934469,0.1376146788990825,,0.12686762778505897,,0.003931847968545216,,
2021-06-01,3930.0,4085.0,3840.0,3900.0,412400.0,3900.0,3985.0,3728.5,3357.0,,,False,False,False,False,False,False,True,False,False,False,False,0.014102564102564103,0.026923076923076925,0.1064102564102564,,0.13923076923076924,,0.15,,
2021-06-02,3825.0,3850.0,3670.0,3715.0,274600.0,3715.0,3922.0,3780.0,3380.0,,,False,False,False,False,False,False,True,False,False,True,False,0.03230148048452221,0.1278600269179004,0.1157469717362045,,0.0901749663526245,,0.18438761776581428,,
2021-06-03,3670.0,3840.0,3630.0,3635.0,184800.0,3635.0,3817.0,3805.0,3398.2,,,False,False,False,False,False,False,True,False,False,True,False,0.09353507565337002,0.11004126547455295,0.0701513067400275,,0.06514442916093541,,0.29573590096286106,,
2021-06-04,3690.0,3735.0,3540.0,3540.0,190000.0,3540.0,3721.0,3824.5,3409.2,,,False,False,False,False,False,False,True,False,False,True,False,0.1977401129943503,0.16666666666666666,0.1129943502824858,,0.03694915254237293,,0.3516949152542373,,
2021-06-07,3600.0,3835.0,3600.0,3825.0,152800.0,3825.0,3723.0,3835.0,3428.6,,,False,False,False,False,False,False,True,False,False,False,False,0.12287581699346405,0.0915032679738562,0.0013071895424836,,0.1036339869281046,,0.2130718954248366,,
2021-06-08,3895.0,4045.0,3840.0,3955.0,260400.0,3955.0,3734.0,3859.5,3453.0,,,False,False,False,False,False,False,True,False,False,False,False,0.012642225031605562,0.13653603034134007,0.1340075853350189,,0.12692793931731985,,0.2515802781289507,,
2021-06-09,3940.0,3990.0,3825.0,3835.0,111000.0,3835.0,3758.0,3840.0,3474.0,,,False,False,False,False,False,False,True,False,False,True,False,0.09256844850065189,0.21773142112125163,0.1473272490221642,,0.09413298565840938,,0.23989569752281617,,
2021-06-10,3840.0,4065.0,3770.0,3975.0,185200.0,3975.0,3826.0,3821.5,3503.4,,,False,False,False,False,False,False,True,False,False,False,False,0.01509433962264151,0.10817610062893082,0.1849056603773584,,0.11864150943396225,,0.189937106918239,,
2021-06-11,4025.0,4245.0,4025.0,4240.0,291600.0,4240.0,3966.0,3843.5,3543.6,,,False,False,False,False,False,False,True,False,False,False,True,-0.025943396226415096,0.03773584905660377,0.1285377358490566,,0.16424528301886795,,0.19811320754716982,,
2021-06-14,4300.0,4335.0,4140.0,4295.0,276000.0,4295.0,4060.0,3891.5,3589.0,,,False,False,False,False,False,False,True,False,False,False,False,-0.027939464493597205,0.010477299185098952,0.0803259604190919,,0.16437718277066357,,,,
2021-06-15,4300.0,4300.0,3960.0,4005.0,279400.0,4005.0,4070.0,3902.0,3626.6,,,False,False,False,False,False,False,True,False,False,True,False,0.12234706616729088,0.07740324594257178,0.2359550561797752,,0.09448189762796506,,,,
