日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価
2013-12-03,1552.5,1630.0,1400.0,1400.0,2500400.0,1400.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0392857142857142,0.0392857142857142,,,,,0.0928571428571428,-0.1453571428571428,True,,,
2013-12-04,1350.0,1363.5,1302.0,1310.0,260800.0,1310.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0431297709923664,0.1145038167938931,,,,,0.1889312977099236,-0.099236641221374,True,,,
2013-12-05,1285.0,1407.5,1285.0,1375.0,267300.0,1375.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0341818181818181,0.053090909090909,,,,,0.1309090909090909,-0.1829090909090909,True,,,
2013-12-06,1377.5,1381.0,1320.0,1359.0,63200.0,1359.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0779985283296541,0.065121412803532,,,,,0.1479028697571744,-0.1725533480500368,True,,,
2013-12-09,1362.5,1391.0,1362.5,1366.0,49900.0,1366.0,1362.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0318448023426061,0.0629575402635432,,,,,0.1438506588579795,-0.1749633967789165,True,,,
2013-12-10,1353.0,1371.5,1331.0,1345.0,50600.0,1345.0,1351.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0817843866171003,0.0736059479553903,,,,,0.3048327137546468,-0.1728624535315985,True,,,
2013-12-11,1347.5,1375.0,1343.0,1366.5,65300.0,1366.5,1362.3,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0684229784120014,0.0995243322356384,,,,,0.3721185510428101,-0.216977680204903,True,,,
2013-12-12,1399.5,1440.0,1380.0,1422.0,86300.0,1422.0,1371.7,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0182841068917018,0.070675105485232,,,,,0.3484528832630098,-0.3062587904360056,True,,,
2013-12-13,1450.0,1468.0,1438.0,1465.0,60900.0,1465.0,1392.9,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0119453924914675,0.0177474402730375,,,,,0.2081911262798634,-0.3017064846416382,True,,,
2013-12-16,1477.5,1477.5,1393.5,1409.5,59100.0,1409.5,1401.6,1381.8,,,,False,False,False,False,False,False,False,False,False,False,False,0.0301525363604114,0.0908123448031216,,,,,0.2735012415750266,-0.2699538843561546,True,-0.2059270516717325,,
2013-12-17,1449.5,1460.0,1425.5,1455.0,18900.0,1455.0,1423.6,1387.3,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0075601374570446,0.0515463917525773,,,,,0.2336769759450171,-0.3343642611683848,True,-0.2255099834210336,,
2013-12-18,1465.0,1472.5,1415.0,1460.0,24600.0,1460.0,1442.3,1402.3,,,,False,False,False,False,False,False,False,False,False,False,False,0.0291095890410958,0.0650684931506849,,,,,0.1986301369863013,-0.3188356164383562,True,-0.2470227483420094,,
2013-12-19,1467.0,1467.5,1435.0,1448.0,43900.0,1448.0,1447.5,1409.6,,,,False,False,False,False,False,False,False,False,False,False,False,0.0514502762430939,0.0618093922651933,,,,,0.1481353591160221,-0.3401243093922652,True,-0.2628405221339387,,
2013-12-20,1440.5,1450.0,1437.5,1447.5,16600.0,1447.5,1444.0,1418.45,,,,False,False,False,False,False,False,False,False,False,False,False,0.0300518134715025,0.0604490500863557,,,,,0.2072538860103626,-0.322279792746114,True,-0.2775564877154641,,
2013-12-24,1450.0,1464.0,1440.0,1452.0,60800.0,1452.0,1452.5,1427.05,,,,False,False,False,False,False,False,False,False,False,False,False,0.0588842975206611,0.0502754820936639,,,,,0.200068870523416,-0.2734159779614325,True,-0.2869556077222241,,
2013-12-25,1450.0,1455.0,1435.0,1444.0,18400.0,1444.0,1450.3,1436.95,,,,False,False,False,False,False,False,False,False,False,False,False,0.0595567867036011,0.0595567867036011,,,,,0.2171052631578947,-0.2295706371191135,True,-0.2918681930477748,,
2013-12-26,1462.5,1505.0,1455.0,1502.5,82400.0,1502.5,1458.8,1450.55,,,,False,False,False,False,False,False,False,False,False,False,False,0.0349417637271214,0.0366056572379367,,,,,0.2396006655574043,-0.2512479201331115,True,-0.2947157974561373,,
2013-12-27,1500.0,1522.5,1497.5,1522.5,54900.0,1522.5,1473.7,1460.6,,,,False,False,False,False,False,False,False,False,False,False,False,0.0098522167487684,0.0213464696223316,,,,,0.2151067323481116,-0.2591133004926108,True,-0.2898808708749828,,
2013-12-30,1522.5,1522.5,1490.0,1491.0,43900.0,1491.0,1482.4,1463.2,,,,False,False,False,False,False,False,False,False,False,False,False,0.0295103957075788,0.0462776659959758,,,,,0.2625754527162978,-0.221327967806841,True,-0.2817113176599234,,
2014-01-06,1517.5,1545.0,1505.0,1537.5,82600.0,1537.5,1499.5,1476.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.008130081300813,0.016260162601626,,,,,0.1934959349593495,-0.2260162601626016,True,-0.2770325203252033,,
2014-01-07,1540.0,1552.5,1525.0,1530.0,73600.0,1530.0,1516.7,1483.5,,,,False,False,False,False,False,False,False,False,False,False,False,0.0,0.1470588235294117,,,,,0.1552287581699346,-0.2084967320261438,True,-0.2643410852713179,,
2014-01-08,1540.0,1567.5,1520.0,1555.0,245000.0,1555.0,1527.2,1493.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.0016077170418006,0.2057877813504823,,,,,0.1237942122186495,-0.2636655948553054,True,-0.2589417280643,,
2014-01-09,1545.0,1555.0,1455.0,1537.5,97800.0,1537.5,1530.2,1501.95,,,,False,False,False,False,False,False,False,False,False,False,False,0.0113821138211382,0.2471544715447154,,,,,0.0796747967479674,-0.2728455284552845,True,-0.2525383667898398,,
2014-01-10,1545.0,1547.5,1510.0,1535.0,49300.0,1535.0,1539.0,1510.7,,,,False,False,False,False,False,False,False,False,False,False,False,0.01628664495114,0.1530944625407166,,,,,0.1351791530944625,-0.2387622149837133,True,-0.2444562123518898,,
2014-01-14,1493.0,1525.0,1490.0,1525.0,36400.0,1525.0,1536.5,1518.0,1450.42,,,False,False,False,False,False,False,False,False,False,False,False,0.0245901639344262,0.1770491803278688,,,0.0489049180327868,,0.1491803278688524,-0.2590163934426229,True,-0.2431488801054017,,
2014-01-15,1520.0,1535.0,1515.0,1530.0,28500.0,1530.0,1536.5,1526.6,1455.62,,,False,False,False,False,False,False,True,False,False,False,False,0.1470588235294117,0.1732026143790849,,,0.0486143790849673,,0.1045751633986928,-0.2555555555555555,True,-0.2456766671033669,,
2014-01-16,1537.5,1560.0,1522.5,1557.5,76200.0,1557.5,1537.0,1532.1,1465.52,,,False,False,False,False,False,False,True,False,False,False,False,0.203852327447833,0.1235955056179775,,,0.0590561797752809,,0.0786516853932584,-0.2455858747993579,True,-0.2451210756478036,,
2014-01-17,1540.0,1560.0,1476.0,1555.0,88600.0,1555.0,1540.5,1535.35,1472.72,,,False,False,False,False,False,False,True,False,False,True,False,0.2331189710610932,0.0691318327974276,,,0.0529131832797427,,0.0707395498392283,-0.2697749196141479,True,-0.246230501188654,,
2014-01-20,1555.0,1572.5,1550.0,1560.0,96500.0,1560.0,1545.5,1542.25,1480.76,,,False,False,False,False,False,False,True,False,False,False,False,0.1346153846153846,0.1201923076923077,,,0.0507948717948718,,0.0544871794871794,-0.2836538461538461,True,-0.2524234073593775,,
2014-01-21,1560.0,1562.5,1540.0,1562.5,42500.0,1562.5,1553.0,1544.75,1488.62,,,False,False,False,False,False,False,True,False,False,True,False,0.1488,0.1152,,,0.0472832,,-0.008,-0.2992,True,-0.2597831364298429,,
2014-01-22,1565.0,1755.0,1560.0,1755.0,293000.0,1755.0,1598.0,1567.25,1505.02,,,False,False,False,False,False,False,True,False,False,False,False,0.0227920227920227,0.0014245014245014,,,0.1424387464387464,,-0.1396011396011396,-0.3945868945868946,True,-0.2798851491465944,,
2014-01-23,1770.0,1875.0,1727.5,1875.0,212200.0,1875.0,1661.5,1599.25,1525.36,,,False,False,False,False,False,False,True,False,False,False,False,-0.0666666666666666,-0.0066666666666666,,,0.1864746666666667,,-0.1933333333333333,-0.4626666666666666,True,-0.3028919806159137,,
2014-01-24,1805.0,1917.5,1787.5,1917.5,105200.0,1917.5,1734.0,1637.25,1545.18,,,False,False,False,False,False,False,True,False,False,True,False,-0.1329856584093872,-0.0352020860495436,,,0.1941694915254237,,-0.2385919165580182,-0.4917861799217731,True,-0.3278363108871583,,
2014-01-27,1805.0,1882.5,1702.5,1770.0,93800.0,1770.0,1776.0,1660.75,1557.38,,,False,False,False,False,False,False,True,False,False,True,False,-0.0127118644067796,0.0635593220338983,,,0.1201242937853106,,-0.231638418079096,-0.4932203389830508,True,-0.3536956194490441,,
2014-01-28,1805.0,1820.0,1632.5,1795.0,75700.0,1795.0,1822.5,1687.75,1572.8,,,False,False,False,False,False,False,True,False,False,False,False,-0.0292479108635097,0.022284122562674,,,0.1237883008356546,,-0.2604456824512535,-0.5153203342618384,True,-0.379440082950674,,
2014-01-29,1760.0,1825.0,1737.5,1795.0,53300.0,1795.0,1830.5,1714.25,1586.4,,,False,False,False,False,False,False,True,False,False,True,False,-0.0208913649025069,-0.0153203342618384,,,0.1162116991643453,,-0.2674094707520891,-0.5317548746518106,True,-0.4064459676243255,,
2014-01-30,1760.0,1800.0,1650.0,1750.0,52700.0,1750.0,1805.5,1733.5,1598.0,,,False,False,False,False,False,False,True,False,False,True,False,0.0642857142857142,-0.0014285714285714,,,0.0868571428571428,,-0.2425714285714285,-0.5142857142857142,True,-0.4317854052494952,,
2014-01-31,1750.0,1755.0,1612.5,1662.5,29900.0,1662.5,1754.5,1744.25,1606.58,,,False,False,False,False,False,False,True,False,False,True,False,0.112781954887218,-0.0015037593984962,,,0.0336360902255639,,-0.1864661654135338,-0.4631578947368421,True,-0.4492188619750609,,
2014-02-03,1662.5,1750.0,1662.5,1747.5,58200.0,1747.5,1750.0,1763.0,1618.58,,,False,False,False,False,False,False,True,False,False,False,False,0.0772532188841201,-0.0028612303290414,,,0.0737739628040057,,-0.17310443490701,-0.4678111587982833,True,-0.4657118547929665,,
2014-02-04,1600.0,1745.0,1555.0,1742.5,103000.0,1742.5,1739.5,1781.0,1630.2,,,False,False,False,False,False,False,True,False,False,True,False,0.0530846484935437,0.0057388809182209,,,0.0644476327116212,,-0.2088952654232424,-0.4430416068866571,True,-0.4781021897810219,,
2014-02-05,1747.5,1762.5,1685.0,1757.5,37400.0,1757.5,1732.0,1781.25,1642.74,,,False,False,False,False,False,False,True,False,False,False,False,0.0056899004267425,-0.038406827880512,,,0.0652972972972972,,-0.2125177809388335,-0.3339971550497866,True,-0.4721122807017544,1400.0,
2014-02-06,1765.0,1875.0,1765.0,1862.5,62900.0,1862.5,1754.5,1780.0,1657.14,,,False,False,False,False,False,False,True,False,False,False,False,-0.061744966442953,-0.097986577181208,,,0.1102604026845637,,-0.2848322147651007,-0.3565100671140939,True,-0.4610112359550562,1310.0,
2014-02-07,1852.5,1870.0,1805.0,1850.0,30000.0,1850.0,1792.0,1773.25,1670.24,,,False,False,False,False,False,False,True,False,False,True,False,-0.1027027027027027,-0.1,,,0.0971675675675675,,-0.2994594594594594,-0.3262162162162162,True,-0.4436204708867898,1375.0,
2014-02-10,1872.5,1885.0,1775.0,1882.5,39000.0,1882.5,1819.0,1784.5,1685.9,,,False,False,False,False,False,False,True,False,False,False,True,-0.0743691899070385,-0.1261620185922974,,,0.1044355909694554,,-0.3027888446215139,-0.3009296148738379,True,-0.4236480806948725,1359.0,
2014-02-12,1885.0,1885.0,1822.5,1835.0,38700.0,1835.0,1837.5,1788.5,1697.8,,,False,False,False,False,False,False,True,False,False,True,False,-0.044959128065395,-0.1553133514986376,,,0.0747683923705722,,-0.2536784741144414,-0.2670299727520436,True,-0.3983785294939894,1366.0,
