日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）
2021-01-04,5290.0,5670.0,4625.0,5510.0,2375100.0,5510.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.2014519056261343,-0.1724137931034483,-0.1279491833030853,-0.367513611615245,,,-0.16333938294010888,-0.17695099818511797,,
2021-01-05,5150.0,5290.0,4780.0,4895.0,1142300.0,4895.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.18181818181818182,-0.0735444330949949,-0.0786516853932584,-0.2574055158324821,,,-0.027579162410623085,-0.09601634320735444,,
2021-01-06,4965.0,5050.0,4675.0,4890.0,404800.0,4890.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.22392638036809817,0.010224948875255624,-0.0552147239263803,-0.303680981595092,,,-0.049079754601226995,-0.12474437627811862,,
2021-01-07,4890.0,4890.0,4305.0,4435.0,442300.0,4435.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.07891770011273957,0.1262683201803833,0.0732807215332581,-0.2029312288613303,,,-0.02593010146561443,-0.04735062006764374,,
2021-01-08,4500.0,4535.0,4215.0,4285.0,261700.0,4285.0,4803.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.043173862310385065,0.19253208868144692,0.0968494749124854,-0.1505250875145857,,,-0.045507584597432905,0.002333722287047841,,
2021-01-12,4295.0,4570.0,4195.0,4400.0,275900.0,4400.0,4581.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.03636363636363636,0.06931818181818182,0.0477272727272727,-0.1545454545454545,,,-0.04659090909090909,-0.08636363636363636,,
2021-01-13,4310.0,4475.0,3985.0,4005.0,368700.0,4005.0,4403.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.132334581772784,0.21598002496878901,0.1885143570536828,-0.0399500624219725,,,-0.02247191011235955,-0.018726591760299626,,
2021-01-14,3935.0,4080.0,3735.0,3795.0,414700.0,3795.0,4184.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.30171277997364954,0.22266139657444006,0.225296442687747,-0.0026350461133069,,,0.022397891963109356,0.048748353096179184,,
2021-01-15,3840.0,4120.0,3835.0,4085.0,356000.0,4085.0,4114.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.22276621787025705,0.0832313341493268,0.0575275397796817,-0.0697674418604651,,,-0.0073439412484700125,-0.01835985312117503,,
2021-01-18,4000.0,4350.0,3970.0,4100.0,291900.0,4100.0,4077.0,4440.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.24634146341463414,0.13902439024390245,-0.0024390243902439,-0.048780487804878,,,-0.08780487804878048,-0.018292682926829267,,-0.06024774774774775
2021-01-19,4170.0,4640.0,4155.0,4560.0,517600.0,4560.0,4109.0,4345.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.03179824561403509,0.0537280701754386,-0.0800438596491228,-0.1414473684210526,,,-0.19188596491228072,-0.1425438596491228,,-0.05408515535097814
2021-01-20,4565.0,4755.0,4425.0,4535.0,324400.0,4535.0,4215.0,4309.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.07386990077177508,-0.005512679162072767,-0.1367144432194046,-0.1422271223814774,,,-0.21719955898566704,-0.13891951488423374,,-0.058250174054304944
2021-01-21,4630.0,5100.0,4540.0,4940.0,797200.0,4940.0,4444.0,4314.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.06072874493927125,-0.06477732793522267,-0.2145748987854251,-0.1690283400809716,,,-0.291497975708502,-0.20040485829959515,,-0.06699119146963375
2021-01-22,5020.0,5240.0,4940.0,4995.0,548700.0,4995.0,4626.0,4370.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.11411411411411411,-0.04704704704704705,-0.1881881881881882,-0.1991991991991992,,,-0.2882882882882883,-0.34934934934934936,,-0.10125858123569793
2021-01-25,5210.0,5240.0,5040.0,5110.0,207200.0,5110.0,4828.0,4452.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.08610567514677103,-0.08023483365949119,-0.2681017612524461,-0.2455968688845401,,,-0.2827788649706458,-0.32974559686888455,,-0.13745087029758563
2021-01-26,5080.0,5090.0,4655.0,4705.0,253600.0,4705.0,4857.0,4483.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.021253985122210415,-0.020191285866099893,-0.2167906482465462,-0.1764080765143464,,,-0.2592986184909671,-0.2592986184909671,,-0.1552531786749944
2021-01-27,4775.0,4955.0,4740.0,4870.0,127800.0,4870.0,4924.0,4569.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.07392197125256673,-0.022587268993839837,-0.271047227926078,-0.1837782340862423,,,-0.2535934291581109,-0.25256673511293637,,-0.17759054601159865
2021-01-28,4660.0,4905.0,4605.0,4640.0,105600.0,4640.0,4864.0,4654.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.004310344827586207,0.0021551724137931034,-0.2456896551724137,-0.1303879310344827,,,-0.2661637931034483,-0.23168103448275862,,-0.20143962183068329
2021-01-29,4700.0,4795.0,4310.0,4425.0,136700.0,4425.0,4750.0,4688.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.07570621468926554,-0.023728813559322035,-0.1966101694915254,-0.0519774011299435,,,-0.20112994350282487,-0.22937853107344633,,-0.22002986348122866
2021-02-01,4425.0,4715.0,4300.0,4670.0,91300.0,4670.0,4662.0,4745.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.006423982869379015,-0.12419700214132762,-0.215203426124197,-0.0963597430406852,,,-0.22055674518201285,-0.2623126338329764,,-0.241622760800843
2021-02-02,4705.0,4825.0,4620.0,4805.0,75100.0,4805.0,4682.0,4769.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.04058272632674298,-0.12695109261186263,-0.2747138397502601,-0.1363163371488033,,,-0.22580645161290322,-0.2924037460978148,,-0.25621134290806163
2021-02-03,4875.0,4880.0,4485.0,4510.0,171200.0,4510.0,4610.0,4767.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.05543237250554324,-0.1319290465631929,-0.1940133037694013,-0.0332594235033259,,,-0.14745011086474502,-0.2583148558758315,,-0.2675687014894063
2021-02-04,4565.0,4690.0,4520.0,4620.0,81300.0,4620.0,4606.0,4735.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.006493506493506494,-0.16017316017316016,-0.262987012987013,-0.0411255411255411,,,-0.18073593073593072,-0.2824675324675325,,-0.2760295670538543
2021-02-05,4675.0,4775.0,4540.0,4760.0,82000.0,4760.0,4673.0,4711.5,,,,False,False,False,False,False,False,False,False,False,False,False,-0.09243697478991597,-0.148109243697479,-0.2573529411764705,-0.0913865546218487,,,-0.20168067226890757,-0.3077731092436975,,-0.2714634405178818
2021-02-08,4710.0,4745.0,4580.0,4700.0,72700.0,4700.0,4679.0,4670.5,4609.8,,,False,False,False,False,False,False,False,False,False,False,False,-0.12978723404255318,-0.20425531914893616,-0.225531914893617,-0.0574468085106383,0.019191489361702087,,-0.1702127659574468,-0.2851063829787234,,-0.26645969382293117
2021-02-09,4660.0,4665.0,4590.0,4610.0,37300.0,4610.0,4640.0,4661.0,4573.8,,,False,False,False,False,False,False,False,False,False,False,False,-0.09002169197396963,-0.20065075921908893,-0.193058568329718,-0.0780911062906724,0.007852494577006468,,-0.15075921908893708,-0.2418655097613883,,-0.2647500536365587
2021-02-10,4615.0,4780.0,4570.0,4760.0,60400.0,4760.0,4690.0,4650.0,4568.4,,,False,False,False,False,False,False,False,False,False,False,False,-0.17752100840336135,-0.2542016806722689,-0.1922268907563025,-0.1060924369747899,0.04025210084033621,,-0.18277310924369747,-0.24894957983193278,,-0.26440860215053763
2021-02-12,4820.0,4880.0,4605.0,4650.0,122400.0,4650.0,4696.0,4651.0,4558.8,,,False,False,False,False,False,False,False,False,False,True,False,-0.16559139784946236,-0.24731182795698925,-0.1860215053763441,-0.1075268817204301,0.019612903225806413,,-0.11720430107526882,-0.24301075268817204,,-0.26553429370027953
2021-02-15,4255.0,4460.0,4135.0,4320.0,235000.0,4320.0,4608.0,4640.5,4554.2,,,False,False,False,False,False,True,False,False,False,False,False,-0.061342592592592594,-0.17708333333333334,-0.1203703703703703,0.0219907407407407,-0.05421296296296292,,-0.07407407407407407,-0.1909722222222222,,-0.26204072836978776
2021-02-16,4280.0,4280.0,4070.0,4090.0,164300.0,4090.0,4486.0,4582.5,4546.4,,,False,False,False,False,False,False,False,False,False,True,False,-0.08557457212713937,-0.1039119804400978,-0.0464547677261613,0.0709046454767726,-0.11158924205378964,,-0.05745721271393643,-0.13447432762836187,,-0.25062738679759955
2021-02-17,4120.0,4240.0,3985.0,4195.0,128200.0,4195.0,4403.0,4521.5,4538.2,,,False,False,False,False,False,False,False,False,False,True,False,-0.12157330154946365,-0.16924910607866508,-0.066746126340882,0.0202622169249106,-0.08181168057210961,,-0.07628128724672228,-0.1430274135876043,,-0.23620479929227026
2021-02-18,4160.0,4210.0,3905.0,3915.0,113600.0,3915.0,4234.0,4462.0,4534.6,,,False,False,False,False,False,False,False,False,False,False,False,-0.09323116219667944,-0.07151979565772669,-0.0063856960408684,0.0804597701149425,-0.15826309067688388,,0.01532567049808429,-0.05236270753512133,,-0.21783953384132676
2021-02-19,3845.0,3935.0,3780.0,3880.0,103500.0,3880.0,4080.0,4388.0,4538.0,,,False,False,False,False,False,False,True,False,False,False,False,-0.0979381443298969,-0.12242268041237113,0.0579896907216494,0.1185567010309278,-0.1695876288659794,,0.03994845360824742,-0.06572164948453608,,-0.19758432087511393
2021-02-22,4080.0,4085.0,3950.0,4055.0,62200.0,4055.0,4027.0,4317.5,4536.8,,,False,False,False,False,False,False,False,False,False,True,False,-0.12330456226880394,-0.1282367447595561,-0.0135635018495684,0.0382244143033292,-0.11881627620221953,,0.0345252774352651,-0.11960542540073983,,-0.17811233352634626
2021-02-24,3975.0,3975.0,3735.0,3740.0,100100.0,3740.0,3957.0,4221.5,4522.4,,,False,False,False,False,False,False,False,False,False,True,False,-0.020053475935828877,-0.026737967914438502,0.0307486631016042,0.1430481283422459,-0.20919786096256673,,0.12834224598930483,-0.02540106951871658,,-0.15267085159303564
2021-02-25,3785.0,3850.0,3670.0,3685.0,54000.0,3685.0,3855.0,4129.0,4487.4,,,False,False,False,False,False,False,False,False,False,True,False,-0.054274084124830396,0.009497964721845319,0.0515603799185888,0.2306648575305291,-0.21774762550881943,,0.12618724559023067,-0.04613297150610583,,-0.1332041656575442
2021-02-26,3475.0,3640.0,3330.0,3550.0,123800.0,3550.0,3782.0,4008.0,4448.0,,,False,False,False,False,False,False,False,False,False,True,False,0.023943661971830985,0.08309859154929577,0.1197183098591549,0.2464788732394366,-0.25295774647887326,,0.22816901408450704,-0.011267605633802818,,-0.10865768463073852
2021-03-01,3550.0,3580.0,3390.0,3500.0,62400.0,3500.0,3706.0,3893.0,4390.4,,,False,False,False,False,False,False,False,False,False,True,False,-0.027142857142857142,0.08142857142857143,0.1528571428571428,0.2228571428571428,-0.2543999999999999,,0.26571428571428574,-0.022857142857142857,,-0.08489596712047265
