日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価,出来高変化率
2002-05-10,2800.0,3000.0,2700.0,2850.0,10324.0,2850.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0421052631578947,-0.0035087719298245,,,,,-0.1824561403508772,-0.4105263157894737,True,,,,1.0
2002-05-13,2890.0,2920.0,2630.0,2630.0,1036.0,2630.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.1140684410646387,0.026615969581749,,,,,-0.1520912547528517,-0.376425855513308,True,,,,0.1003487020534676
2002-05-14,2600.0,2600.0,2370.0,2450.0,811.0,2450.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.1428571428571428,0.1020408163265306,,,,,-0.0938775510204081,-0.3224489795918367,True,,,,0.7828185328185329
2002-05-15,2580.0,2850.0,2550.0,2850.0,956.0,2850.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0561403508771929,-0.0842105263157894,,,,,-0.2631578947368421,-0.4070175438596491,True,,,,1.1787916152897655
2002-05-16,2890.0,3090.0,2790.0,2910.0,2070.0,2910.0,2738.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0274914089347079,-0.1030927835051546,,,,,-0.2714776632302405,-0.415807560137457,True,,,,2.1652719665271967
2002-05-17,2960.0,3000.0,2890.0,2970.0,1043.0,2970.0,2762.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0437710437710437,-0.1414141414141414,,,,,-0.2760942760942761,-0.4309764309764309,True,,,,0.503864734299517
2002-05-20,3000.0,3000.0,2870.0,2930.0,311.0,2930.0,2822.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0784982935153583,-0.1535836177474402,,,,,-0.2525597269624573,-0.4266211604095563,True,,,,0.2981783317353787
2002-05-21,2900.0,2900.0,2740.0,2800.0,276.0,2800.0,2892.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0357142857142857,-0.1321428571428571,,,,,-0.2214285714285714,-0.4142857142857143,True,,,,0.887459807073955
2002-05-22,2740.0,2740.0,2600.0,2690.0,300.0,2690.0,2860.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0297397769516728,-0.1263940520446096,,,,,-0.174721189591078,-0.4275092936802974,True,,,,1.0869565217391304
2002-05-23,2610.0,2830.0,2610.0,2830.0,310.0,2830.0,2844.0,2791.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.07773851590106,-0.1342756183745583,,,,,-0.2296819787985865,-0.4416961130742049,True,-0.4088140451451093,,,1.0333333333333334
2002-05-24,2850.0,2870.0,2700.0,2840.0,206.0,2840.0,2818.0,2790.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.102112676056338,-0.1443661971830986,,,,,-0.1901408450704225,-0.4471830985915493,True,-0.4125448028673835,,,0.6645161290322581
2002-05-27,2720.0,2830.0,2700.0,2700.0,170.0,2700.0,2772.0,2797.0,,,,False,False,False,False,False,False,False,False,False,False,True,-0.0814814814814814,-0.074074074074074,,,,,-0.1592592592592592,-0.4074074074074074,True,-0.4154451197711834,,,0.8252427184466019
2002-05-28,2700.0,2700.0,2630.0,2700.0,129.0,2700.0,2752.0,2822.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1,-0.0888888888888888,,,,,-0.1666666666666666,-0.3851851851851852,True,-0.420623671155209,,,0.7588235294117647
2002-05-29,2640.0,2690.0,2610.0,2610.0,160.0,2610.0,2736.0,2798.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0996168582375478,-0.0804597701149425,,,,,-0.1187739463601532,-0.3524904214559387,True,-0.4156540385989993,,,1.2403100775193798
2002-05-30,2640.0,2670.0,2600.0,2610.0,138.0,2610.0,2692.0,2768.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0613026819923371,-0.0727969348659003,,,,,-0.1302681992337164,-0.367816091954023,True,-0.4111271676300578,,,0.8625
2002-05-31,2570.0,2600.0,2540.0,2550.0,164.0,2550.0,2634.0,2726.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0470588235294117,-0.0862745098039215,,,,,-0.0823529411764705,-0.3843137254901961,True,-0.4064563462949376,,,1.1884057971014492
2002-06-03,2500.0,2510.0,2450.0,2480.0,246.0,2480.0,2590.0,2681.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.0080645161290322,-0.1008064516129032,,,,,-0.0524193548387096,-0.3830645161290322,True,-0.402088772845953,,,1.5
2002-06-04,2500.0,2510.0,2410.0,2430.0,209.0,2430.0,2536.0,2644.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.0123456790123456,-0.0864197530864197,,,,,-0.0452674897119341,-0.345679012345679,True,-0.3956127080181543,,,0.8495934959349594
2002-06-05,2430.0,2480.0,2350.0,2350.0,199.0,2350.0,2484.0,2610.0,,,,False,False,False,False,False,False,False,False,False,False,False,0.0212765957446808,-0.1063829787234042,,,,,-0.0382978723404255,-0.3191489361702128,True,-0.3854406130268199,,,0.9521531100478468
2002-06-06,2400.0,2570.0,2310.0,2450.0,261.0,2450.0,2452.0,2572.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0122448979591836,-0.1346938775510204,,,,,-0.110204081632653,-0.3551020408163265,True,-0.3763608087091757,,,1.3115577889447236
2002-06-07,2400.0,2500.0,2350.0,2430.0,145.0,2430.0,2428.0,2531.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0411522633744856,-0.1152263374485596,,,,,-0.0946502057613168,-0.3497942386831276,True,-0.3658632951402608,,,0.5555555555555556
2002-06-10,2410.0,2500.0,2400.0,2500.0,73.0,2500.0,2432.0,2511.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.108,-0.124,,,,,-0.16,-0.376,True,-0.362405416168857,,,0.503448275862069
2002-06-11,2460.0,2470.0,2430.0,2460.0,65.0,2460.0,2438.0,2487.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0975609756097561,-0.1138211382113821,,,,,-0.1788617886178861,-0.3902439024390244,True,-0.3626859670285484,,,0.8904109589041096
2002-06-12,2460.0,2460.0,2320.0,2400.0,93.0,2400.0,2448.0,2466.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.125,-0.075,,,,,-0.1666666666666666,-0.3666666666666666,True,-0.3641524736415247,,,1.4307692307692308
2002-06-13,2360.0,2420.0,2320.0,2420.0,67.0,2420.0,2442.0,2447.0,2633.6,,,False,False,False,False,False,False,False,False,False,False,False,-0.1239669421487603,-0.0991735537190082,,,-0.0882644628099173,,-0.1735537190082644,-0.3801652892561983,True,-0.3653453208009808,,,0.7204301075268817
2002-06-14,2460.0,2460.0,2320.0,2330.0,108.0,2330.0,2422.0,2425.0,2612.8,,,False,False,False,False,False,False,False,False,False,False,False,-0.0772532188841201,-0.0128755364806866,,,-0.12137339055794,,-0.1502145922746781,-0.334763948497854,True,-0.3604123711340206,,,1.611940298507463
2002-06-17,2340.0,2340.0,2220.0,2230.0,63.0,2230.0,2368.0,2400.0,2596.8,,,False,False,False,False,False,False,False,False,False,False,False,-0.0179372197309417,0.0179372197309417,,,-0.1644843049327355,,-0.1121076233183856,-0.3049327354260089,True,-0.3529166666666666,,,0.5833333333333334
2002-06-18,2290.0,2290.0,2200.0,2220.0,50.0,2220.0,2320.0,2379.0,2587.6,,,False,False,False,False,False,False,False,False,False,False,False,-0.018018018018018,0.0135135135135135,,,-0.1655855855855855,,-0.1216216216216216,-0.3468468468468468,True,-0.3530895334174023,,,0.7936507936507936
2002-06-19,2160.0,2280.0,2100.0,2100.0,72.0,2100.0,2260.0,2354.0,2557.6,,,False,False,False,False,False,False,False,False,False,True,False,0.0571428571428571,0.0952380952380952,,,-0.2179047619047618,,-0.0952380952380952,-0.2952380952380952,True,-0.3513169073916737,,,1.44
2002-06-20,2100.0,2120.0,2080.0,2120.0,25.0,2120.0,2200.0,2321.0,2526.0,,,False,False,False,False,False,False,False,False,False,True,False,0.0283018867924528,0.070754716981132,,,-0.1915094339622641,,-0.0943396226415094,-0.3113207547169811,True,-0.3472641102972856,,,0.3472222222222222
2002-06-21,2240.0,2280.0,2150.0,2150.0,18.0,2150.0,2164.0,2293.0,2493.2,,,False,False,False,False,False,False,False,False,False,True,False,0.0697674418604651,0.0883720930232558,,,-0.1596279069767441,,-0.1116279069767441,-0.3255813953488372,True,-0.3449629306585259,,,0.72
2002-06-24,2160.0,2200.0,2150.0,2190.0,31.0,2190.0,2156.0,2262.0,2463.6,,,False,False,False,False,False,False,False,False,False,False,False,0.0365296803652968,0.0730593607305936,,,-0.124931506849315,,-0.1324200913242009,-0.3607305936073059,True,-0.3430592396109637,,,1.7222222222222223
2002-06-25,2200.0,2260.0,2180.0,2180.0,47.0,2180.0,2148.0,2234.0,2438.8,,,False,False,False,False,False,False,False,False,False,False,False,0.0321100917431192,0.0642201834862385,,,-0.1187155963302753,,-0.1238532110091743,-0.3761467889908257,True,-0.3410922112802149,,,1.5161290322580645
2002-06-26,2200.0,2330.0,2180.0,2220.0,107.0,2220.0,2172.0,2216.0,2420.0,,,False,False,False,False,False,False,False,False,False,False,False,0.036036036036036,0.018018018018018,,,-0.09009009009009,,-0.1216216216216216,-0.3828828828828828,True,-0.3425090252707581,,,2.276595744680851
2002-06-27,2200.0,2290.0,2130.0,2180.0,66.0,2180.0,2184.0,2192.0,2394.0,,,False,False,False,False,False,False,False,False,False,True,False,0.0412844036697247,0.0,,,-0.0981651376146789,,-0.128440366972477,-0.3486238532110092,True,-0.3389598540145985,,,0.616822429906542
2002-06-28,2210.0,2300.0,2160.0,2300.0,77.0,2300.0,2214.0,2189.0,2372.4,,,False,False,False,False,False,False,False,False,False,False,False,0.017391304347826,-0.0434782608695652,,,-0.0314782608695652,,-0.2,-0.391304347826087,True,-0.3449063499314755,,,1.1666666666666667
2002-07-01,2370.0,2370.0,2200.0,2270.0,45.0,2270.0,2230.0,2193.0,2355.2,,,False,False,False,False,False,False,False,False,False,False,False,0.0352422907488986,-0.0748898678414096,,,-0.037533039647577,,-0.2158590308370044,-0.3744493392070485,True,-0.3520291837665298,,,0.5844155844155844
2002-07-02,2260.0,2260.0,2200.0,2250.0,31.0,2250.0,2244.0,2196.0,2337.2,,,False,False,False,False,False,False,False,False,False,True,False,0.0311111111111111,-0.1022222222222222,,,-0.0387555555555554,,-0.2311111111111111,-0.36,True,-0.3533697632058288,,,0.6888888888888889
2002-07-03,2230.0,2330.0,2200.0,2300.0,74.0,2300.0,2260.0,2216.0,2324.8,,,False,False,False,False,False,False,False,False,False,False,False,-0.017391304347826,-0.1304347826086956,,,-0.0107826086956522,,-0.2826086956521739,-0.3739130434782609,True,-0.3610108303249097,,,2.3870967741935485
2002-07-04,2310.0,2310.0,2210.0,2270.0,54.0,2270.0,2278.0,2231.0,2311.2,,,False,False,False,False,False,False,False,False,False,True,False,-0.039647577092511,-0.118942731277533,,,-0.0181497797356827,,-0.2951541850220264,-0.3524229074889868,True,-0.3648588077095472,,,0.7297297297297297
2002-07-05,2270.0,2350.0,2250.0,2340.0,59.0,2340.0,2286.0,2250.0,2302.8,,,False,False,False,False,True,False,False,False,False,False,False,-0.0598290598290598,-0.1538461538461538,,,0.0158974358974358,,-0.3247863247863248,-0.3931623931623931,True,-0.3715555555555555,2850.0,,1.0925925925925926
2002-07-08,2360.0,2360.0,2270.0,2350.0,81.0,2350.0,2302.0,2266.0,2297.6,,,False,False,False,False,False,False,False,False,False,False,False,-0.1063829787234042,-0.1574468085106383,,,0.0222978723404255,,-0.3404255319148936,-0.4085106382978723,True,-0.3764342453662842,2630.0,,1.3728813559322033
2002-07-09,2350.0,2350.0,2280.0,2320.0,57.0,2320.0,2316.0,2280.0,2293.2,,,False,False,False,False,False,False,False,False,False,False,False,-0.1293103448275862,-0.1594827586206896,,,0.0115517241379311,,-0.3405172413793103,-0.396551724137931,True,-0.3785087719298246,2450.0,,0.7037037037037037
2002-07-10,2300.0,2300.0,2250.0,2260.0,69.0,2260.0,2308.0,2284.0,2289.6,,,False,False,False,False,False,True,False,False,False,False,False,-0.1150442477876106,-0.1592920353982301,,,-0.0130973451327433,,-0.3274336283185841,-0.3716814159292035,True,-0.3774080560420315,2850.0,,1.2105263157894737
