日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価,出来高変化率,25日平均変動率,25日平均変動率差,75日平均変動率差
2014-06-30,1577.5,1927.5,1450.0,1927.5,731000.0,1927.5,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.1971465629053177,-0.0324254215304799,,,,,-0.1232166018158236,-0.4033722438391699,,,,,1.0,,,
2014-07-01,1962.5,2237.5,1827.5,1910.0,1686300.0,1910.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.1204188481675392,-0.0654450261780104,,,,,-0.1557591623036649,-0.3866492146596859,,,,,2.3068399452804376,,,
2014-07-02,2015.0,2260.0,1910.0,2260.0,734900.0,2260.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0619469026548672,-0.163716814159292,,,,,-0.3097345132743362,-0.4816371681415929,,,,,0.4358062029294906,,,
2014-07-03,2400.0,2610.0,2372.5,2610.0,1461800.0,2610.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.2068965517241379,-0.3237547892720306,,,,,-0.425287356321839,-0.5545977011494253,,,,,1.9891141651925432,,,
2014-07-04,2710.0,2710.0,2415.0,2495.0,818800.0,2495.0,2240.5,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1823647294589178,-0.312625250501002,,,,,-0.3657314629258517,-0.5410821643286573,,,,,0.5601313449172254,,,
2014-07-07,2520.0,2520.0,2302.5,2307.5,187600.0,2307.5,2316.5,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1917659804983748,-0.2708559046587215,,,,,-0.3282773564463705,-0.5070422535211268,,,,,0.2291157791890571,,,
2014-07-08,2237.5,2237.5,2125.0,2140.0,137100.0,2140.0,2362.5,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1658878504672897,-0.2266355140186916,,,,,-0.2908878504672897,-0.4794392523364486,,,,,0.7308102345415778,,,
2014-07-09,2070.0,2137.5,2010.0,2120.0,95800.0,2120.0,2334.5,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1084905660377358,-0.1851415094339622,,,,,-0.325,-0.4990566037735849,,,,,0.6987600291757841,,,
2014-07-10,2085.0,2325.0,2012.5,2070.0,266000.0,2070.0,2226.5,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1473429951690821,-0.0169082125603864,,,,,-0.3405797101449275,-0.506280193236715,,,,,2.776617954070981,,,
2014-07-11,2002.5,2125.0,2000.0,2040.0,65300.0,2040.0,2135.5,2188.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.159313725490196,-0.0441176470588235,,,,,-0.321078431372549,-0.5061274509803921,,-0.490699268738574,,,0.2454887218045112,,,
