日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価
2019-12-16,842.0,960.0,746.0,779.0,7033200.0,779.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0025673940949935,0.3222079589216944,,,,,0.2567394094993581,-0.1322207958921694,True,,,
2019-12-17,764.0,770.0,727.0,738.0,1333100.0,738.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0555555555555555,0.4105691056910569,,,,,0.3306233062330623,-0.086720867208672,True,,,
2019-12-18,732.0,844.0,731.0,835.0,2619600.0,835.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0730538922155688,0.2550898203592814,,,,,0.0778443113772455,-0.1736526946107784,True,,,
2019-12-19,812.0,830.0,786.0,799.0,1365200.0,799.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0200250312891113,0.3266583229036295,,,,,0.0375469336670838,-0.1226533166458072,True,,,
2019-12-20,811.0,840.0,740.0,757.0,1265600.0,757.0,781.6,,,,,False,False,False,False,False,False,False,False,False,False,False,0.2324966974900924,0.3606340819022457,,,,,0.1624834874504623,0.1241743725231175,True,,,
2019-12-23,787.0,789.0,762.0,777.0,362300.0,777.0,781.2,,,,,False,False,False,False,False,False,False,False,False,False,False,0.3256113256113256,0.2882882882882883,,,,,0.1325611325611325,0.2831402831402831,True,,,
2019-12-24,789.0,817.0,766.0,779.0,587200.0,779.0,789.4,,,,,False,False,False,False,False,False,False,False,False,False,False,0.3363286264441592,0.1797175866495507,,,,,0.1181001283697047,0.2130937098844672,True,,,
2019-12-25,789.0,790.0,771.0,774.0,258000.0,774.0,777.2,,,,,False,False,False,False,False,False,False,False,False,False,False,0.3540051679586563,0.1937984496124031,,,,,0.148578811369509,0.2661498708010336,True,,,
2019-12-26,779.0,807.0,777.0,783.0,344900.0,783.0,774.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.3537675606641124,0.2401021711366538,,,,,0.1264367816091954,0.1060025542784163,True,,,
2019-12-27,798.0,933.0,790.0,933.0,3825600.0,933.0,809.2,795.4,,,,False,False,False,False,False,False,False,False,False,False,False,0.1039657020364415,0.0460878885316184,,,,,-0.097534833869239,-0.142550911039657,True,0.0284133769172743,,
