日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価,出来高変化率
2021-02-10,5000.0,6000.0,4500.0,4535.0,1771300.0,4535.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.23042998897464168,-0.36846747519294376,-0.3607497243660419,-0.3783902976846747,,,-0.35369349503858877,-0.4747519294377067,,,,,1.0
2021-02-12,5020.0,5120.0,3940.0,3975.0,1396200.0,3975.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.16981132075471697,-0.2510691823899371,-0.2706918238993711,-0.2880503144654088,,,-0.27773584905660376,-0.37886792452830187,,,,,0.7882346299328177
2021-02-15,3765.0,3910.0,3585.0,3825.0,537300.0,3825.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1803921568627451,-0.2457516339869281,-0.2211764705882353,-0.25359477124183,,,-0.25359477124183005,-0.36130718954248364,,,,,0.38483025354533734
2021-02-16,3895.0,4275.0,3700.0,3955.0,808600.0,3955.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.24905183312262957,-0.24778761061946902,-0.2450063211125158,-0.2718078381795196,,,-0.30695322376738304,-0.37218710493046775,,,,,1.5049320677461382
2021-02-17,4150.0,4240.0,3750.0,3755.0,289500.0,3755.0,4009.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.2010652463382157,-0.20426098535286286,-0.203462050599201,-0.2527296937416777,,,-0.25645805592543275,-0.33794940079893476,,,,,0.35802621815483554
2021-02-18,3665.0,3745.0,3490.0,3490.0,163600.0,3490.0,3800.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.17936962750716332,-0.08595988538681948,-0.1601719197707736,-0.1959885386819484,,,-0.20573065902578797,-0.2785100286532951,,,,,0.565112262521589
2021-02-19,3375.0,3490.0,3300.0,3300.0,80000.0,3300.0,3665.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.09787878787878788,-0.04242424242424243,-0.13,-0.1387878787878788,,,-0.15333333333333332,-0.22787878787878788,,,,,0.4889975550122249
2021-02-22,3395.0,3405.0,3120.0,3135.0,60100.0,3135.0,3527.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.07974481658692185,-0.06315789473684211,-0.0893141945773524,-0.1113237639553429,,,-0.1269537480063796,-0.24880382775119617,,,,,0.75125
2021-02-24,3065.0,3115.0,2970.0,2970.0,64200.0,2970.0,3330.0,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0016835016835016834,-0.045454545454545456,-0.0771043771043771,-0.0902356902356902,,,-0.07643097643097643,-0.21582491582491584,,,,,1.0682196339434276
2021-02-25,3020.0,3060.0,2980.0,3000.0,33000.0,3000.0,3179.0,3594.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.004,-0.03766666666666667,-0.0693333333333333,-0.0903333333333333,,,-0.08266666666666667,-0.22133333333333333,,-0.32250973845297715,,,0.514018691588785
2021-02-26,2880.0,2924.0,2803.0,2864.0,28300.0,2864.0,3053.8,3426.9,,,,False,False,False,False,False,False,False,False,False,False,False,0.1138268156424581,0.012220670391061452,-0.0321229050279329,-0.0418994413407821,,,-0.036312849162011177,-0.17597765363128492,,-0.2901164317604833,,,0.8575757575757575
2021-03-01,2901.0,2991.0,2866.0,2977.0,15600.0,2977.0,2989.2,3327.1,,,,False,False,False,False,False,False,False,False,False,False,False,0.06147127981189116,-0.026200873362445413,-0.0614712798118911,-0.0819617064158548,,,-0.05878401074907625,-0.18508565670137722,,-0.27011511526554655,,,0.5512367491166078
2021-03-02,2951.0,2951.0,2820.0,2885.0,26400.0,2885.0,2939.2,3233.1,,,,False,False,False,False,False,False,False,False,False,False,False,0.01802426343154246,0.032582322357019064,-0.0512998266897746,-0.0797227036395147,,,-0.008665511265164644,-0.16533795493934142,,-0.24997680244966128,,,1.6923076923076923
2021-03-03,2888.0,3050.0,2874.0,2975.0,29900.0,2975.0,2940.2,3135.1,,,,False,False,False,False,False,False,False,False,False,False,False,-0.047058823529411764,0.0036974789915966387,-0.0779831932773109,-0.1378151260504201,,,-0.05949579831932773,-0.19361344537815126,,-0.22921118943574365,,,1.1325757575757576
2021-03-04,2925.0,3050.0,2890.0,2988.0,19200.0,2988.0,2937.8,3058.4,,,,False,False,False,False,False,False,False,False,False,False,False,-0.033801874163319943,0.001004016064257028,-0.0789825970548862,-0.1897590361445783,,,-0.07329317269076305,-0.214190093708166,,-0.21439314674339532,,,0.6421404682274248
