日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率
2021-03-25,2851.0,3145.0,2547.0,2600.0,1363100,2600.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1346153846153846,-0.1596153846153846,-0.2153846153846154,-0.3930769230769231,,,-0.28846153846153844,,
2021-03-26,2450.0,2490.0,2260.0,2349.0,557800,2349.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.006811409110259685,-0.09493401447424436,-0.1430395913154533,-0.3282247765006386,,,-0.1698595146871009,,
2021-03-29,2349.0,2370.0,2110.0,2187.0,139100,2187.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.08870598994055784,-0.02606310013717421,-0.0763603109282121,-0.2825788751714678,,,-0.11888431641518062,,
2021-03-30,2121.0,2300.0,2111.0,2178.0,67900,2178.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.03351698806244261,-0.06519742883379247,-0.0941230486685032,-0.305325987144169,,,-0.12764003673094582,,
2021-03-31,2165.0,2280.0,2160.0,2238.0,30800,2238.0,2310.4,,,,,False,False,False,False,False,False,False,False,False,False,False,0.00044682752457551384,-0.0938337801608579,-0.1554959785522788,-0.2984807864164432,,,-0.1644325290437891,,
2021-04-01,2246.0,2279.0,2218.0,2250.0,20200,2250.0,2240.4,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.028888888888888888,-0.08977777777777778,-0.1777777777777777,-0.3111111111111111,,,-0.17422222222222222,,
2021-04-02,2250.0,2349.0,2231.0,2333.0,45400,2333.0,2237.2,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.08872696099442777,-0.1093013287612516,-0.1641663094727818,-0.3377625375053579,,,-0.22074582083154737,,
2021-04-05,2359.0,2485.0,2351.0,2381.0,77300,2381.0,2276.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.10541789164216715,-0.1125577488450231,-0.1906761864762704,-0.367912641747165,,,-0.32381352372952543,,
2021-04-06,2400.0,2429.0,2245.0,2251.0,34500,2251.0,2290.6,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.09551310528653932,-0.0693025322079076,-0.1559306974677921,-0.3389604620168814,,,-0.3216348289649045,,
2021-04-07,2234.0,2245.0,2220.0,2239.0,7000,2239.0,2290.8,2300.6,,,,False,False,False,False,False,False,False,False,False,False,False,-0.09423849933005807,-0.08932559178204555,-0.164805716837874,-0.3300580616346583,,,-0.32514515408664585,,
2021-04-08,2240.0,2240.0,2151.0,2185.0,11300,2185.0,2277.8,2259.1,,,,False,False,False,False,False,False,False,False,False,False,False,-0.06270022883295194,-0.06636155606407322,-0.1496567505720824,-0.2983981693363844,,,-0.294279176201373,,
2021-04-09,2170.0,2170.0,2111.0,2126.0,21500,2126.0,2236.4,2236.8,,,,False,False,False,False,False,False,False,False,False,False,False,-0.022577610536218252,-0.05315145813734713,-0.1448730009407337,-0.2685794920037629,,,-0.2629350893697084,,
2021-04-12,2140.0,2140.0,2118.0,2130.0,5200,2130.0,2186.2,2231.1,,,,False,False,False,False,False,False,False,False,False,False,False,-0.007981220657276996,-0.051643192488262914,-0.244131455399061,-0.2793427230046948,,,-0.2511737089201878,,
2021-04-13,2140.0,2140.0,2035.0,2036.0,20300,2036.0,2143.2,2216.9,,,,False,False,False,False,False,False,False,False,False,False,False,0.028978388998035363,-0.03094302554027505,-0.25,-0.2681728880157171,,,-0.2131630648330059,,
2021-04-14,2048.0,2060.0,2019.0,2028.0,8800,2028.0,2101.0,2195.9,,,,False,False,False,False,False,False,False,False,False,False,False,0.005424063116370809,-0.06804733727810651,-0.254930966469428,-0.2628205128205128,,,-0.22633136094674555,,
2021-04-15,2021.0,2085.0,2020.0,2048.0,11500,2048.0,2073.6,2175.7,,,,False,False,False,False,False,False,False,False,False,False,False,-0.00390625,-0.0966796875,-0.2470703125,-0.2626953125,,,-0.2294921875,,
2021-04-16,2048.0,2081.0,2048.0,2078.0,6300,2078.0,2064.0,2150.2,,,,False,False,False,False,False,False,False,False,False,False,False,-0.03128007699711261,-0.061597690086621755,-0.2459095283926852,-0.2781520692974013,,,-0.24061597690086622,,
2021-04-19,2098.0,2113.0,2087.0,2113.0,8300,2113.0,2060.6,2123.4,,,,False,False,False,False,False,False,False,False,False,False,False,-0.04401325130146711,-0.08802650260293422,-0.2451490771415049,-0.289162328442972,,,-0.2574538570752485,,
2021-04-20,2120.0,2120.0,2049.0,2095.0,9000,2095.0,2072.4,2107.8,,,,False,False,False,False,False,False,False,False,False,False,False,-0.058233890214797135,-0.09307875894988067,-0.2353221957040572,-0.2959427207637231,,,-0.27780429594272077,,
2021-04-21,2048.0,2075.0,2020.0,2039.0,5800,2039.0,2074.6,2087.8,,,,False,False,False,False,False,False,False,False,False,False,False,-0.07307503678273664,-0.08288376655223148,-0.2305051495831289,-0.2667974497302599,,,-0.23001471309465424,,
2021-04-22,2040.0,2070.0,2036.0,2040.0,4500,2040.0,2073.0,2073.3,,,,False,False,False,False,False,False,False,False,False,False,False,-0.09313725490196079,-0.0892156862745098,-0.2264705882352941,-0.3475490196078431,,,-0.24019607843137256,,
2021-04-23,2040.0,2045.0,2012.0,2013.0,4300,2013.0,2060.0,2062.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.03129657228017884,-0.09687034277198212,-0.2160953800298062,-0.3417784401390958,,,-0.23248882265275708,,
