日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価
2012-11-30,387.55531763026414,417.5596002855104,350.3,350.3,2059200.0,350.3,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.1532971738509848,0.2432200970596631,,,,,0.2169568940907794,0.9982871824150727,True,,,
2012-12-03,335.25,340.75,315.0,323.0,262800.0,323.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.38328173374613,0.296594427244582,,,,,0.3260061919504646,1.5541795665634677,True,,,
2012-12-04,323.79984603541186,349.8038491147036,322.7996920708237,324.8,135200.0,324.8,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.2355295566502463,0.293103448275862,,,,,0.3084975369458128,1.3629926108374384,True,,,
2012-12-05,327.303515944399,335.0547833197056,303.0495502861815,305.8,91100.0,305.8,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.1782210595160235,0.4715500327011118,,,,,0.5624591236102029,1.0644211903204708,True,,,
2012-12-06,303.75,336.75,303.0,329.0,147600.0,329.0,326.58,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0957446808510638,0.5045592705167173,,,,,0.7249240121580547,0.9613981762917932,True,,,
2012-12-07,363.0,404.0,355.0,404.0,683000.0,404.0,337.32,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0779702970297029,0.2693069306930692,,,,,0.5470297029702971,0.6955445544554455,True,,,
2012-12-10,417.5467263570229,450.05036373810856,412.5461667599329,446.8,736300.0,446.8,362.08,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0626678603401969,-0.0167860340196956,,,,,0.3630259623992837,0.5062667860340196,True,,,
2012-12-11,437.5545171339565,446.30560747663554,401.3,401.3,247300.0,401.3,377.38,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0465985546972339,0.0872165462247696,,,,,0.4764515325193122,0.6259656117617742,True,,,
2012-12-12,391.30430256766135,396.3049965301874,345.04788341429565,360.3,354000.0,360.3,388.28,,,,,False,False,False,False,False,False,False,False,False,False,False,0.2489592006661115,0.1470996391895642,,,,,0.6910907577019145,1.0469053566472384,True,,,
2012-12-13,367.5,392.5,356.25,360.5,328700.0,360.5,394.58,360.58,,,,False,False,False,False,False,False,False,False,False,False,False,0.3730929264909847,0.1234396671289875,,,,,0.8515950069348127,1.015256588072122,True,0.953408397581674,,
2012-12-14,381.75,435.5,368.0,435.5,653000.0,435.5,400.88,369.1,,,,False,False,False,False,False,False,False,False,False,False,False,0.1774971297359356,-0.018828932261768,,,,,0.8197474167623421,0.6704936854190585,True,0.9157680845299376,,
2012-12-17,415.5496119402985,445.0531343283582,401.0478805970149,418.8,304700.0,418.8,395.28,378.68,,,,False,False,False,False,False,False,False,False,False,False,False,0.0489493791786055,0.0494269340974211,,,,,0.4744508118433619,0.6953199617956064,True,0.8369335586775114,,
2012-12-18,419.5,456.25,400.0,420.0,520300.0,420.0,399.02,388.2,,,,False,False,False,False,False,False,False,False,False,False,False,0.0388095238095239,0.0,,,,,0.2964285714285714,0.6904761904761905,True,0.7770736733642454,,
2012-12-19,425.0,469.75,418.75,450.0,475600.0,450.0,416.96,402.62,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0815555555555555,-0.0459999999999999,,,,,0.1895555555555554,0.6888888888888889,True,0.7453926779593661,,
2012-12-20,462.5,495.0,446.25,495.0,492500.0,495.0,443.86,419.22,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1818181818181818,-0.1484848484848485,,,,,0.0757575757575757,0.5026262626262625,True,0.6997757740565813,,
2012-12-21,494.5482203803023,549.5535836177474,472.0460263286202,512.8,912700.0,512.8,459.32,430.1,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1667316692667705,-0.1686817472698905,,,,,-0.0005850234009359,0.6575663026521062,True,0.6951406649616368,,
2012-12-25,500.3069436539556,511.5582242458737,433.0492885600455,439.3,700800.0,439.3,463.42,429.35,,,,False,False,False,False,False,False,False,False,False,False,False,0.0004552697473252,-0.0250398361028908,,,,,0.2087411791486455,0.8495333485089915,True,0.730592756492372,,
2012-12-26,461.30286532951294,470.0538681948424,418.797994269341,436.30000000000007,349000.0,436.3,466.68,432.85,,,,False,False,False,False,False,False,False,False,False,False,True,-0.0373596149438461,-0.0258996103598442,,,,,0.2720605088242033,1.2633509053403618,True,0.7939933002194755,,
2012-12-27,436.5528130671506,436.5528130671506,402.5486993345432,413.3,144700.0,413.3,459.34,438.1500000000001,,,,False,False,False,False,False,False,False,False,False,False,False,0.038712799419308,0.1560609726590855,,,,,0.2944592305831115,1.6646503750302444,True,0.8553235193426907,,
2012-12-28,409.0,435.0,402.5,405.0,155900.0,405.0,441.34,442.6000000000001,,,,False,False,False,False,False,False,False,False,False,False,False,0.0407407407407407,0.4012345679012346,,,,,0.3241975308641974,1.8024691358024687,True,0.9289652056032532,,
2013-01-04,417.5488589818608,429.3002340550029,387.5453481568168,427.3,194300.0,427.3,424.24000000000007,441.78,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0023402761525858,0.4626725953662531,,,,,0.0854200795693891,2.0657617598876667,True,1.0643985694236953,,
2013-01-07,427.5,460.0,408.75,439.5,222400.0,439.5,424.28,443.85,,,,False,False,False,False,False,False,False,False,False,False,True,-0.0254835039817973,0.3856655290102389,,,,,0.1064846416382254,2.5437997724687142,True,1.24571364199617,,
2013-01-08,441.5,470.5,420.0,420.0,244100.0,420.0,421.02,443.85,,,,False,False,False,False,False,False,False,False,False,False,False,0.0119047619047619,0.4107142857142857,,,,,0.1845238095238095,3.2857142857142856,True,1.4912921031880138,,
2013-01-09,429.3,442.05148514851487,422.79924286546304,429.3,109800.0,429.3,424.22,441.78,,,,False,False,False,False,False,False,False,False,False,False,False,0.1129746098299558,0.4192872117400415,,,,,0.10062893081761,4.06638714185884,True,1.8232604463760245,,
2013-01-10,425.25,427.5,403.5,421.5,266000.0,421.5,427.52,434.43,406.776,,,False,False,False,False,False,False,False,False,False,False,False,0.3463819691577698,0.5836298932384342,,,0.0349323843416369,,0.0320284697508896,3.4246737841043893,True,2.129111709596483,,
