Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,418.0,418.0,413.0,415.0,407.2065734863281,4800
2021-01-05,414.0,414.0,409.0,412.0,404.2629089355469,6300
2021-01-06,409.0,410.0,401.0,405.0,397.3943786621094,10200
2021-01-07,410.0,410.0,406.0,408.0,400.3380432128906,5200
2021-01-08,406.0,412.0,406.0,412.0,404.2629089355469,9300
2021-01-12,408.0,413.0,407.0,413.0,405.244140625,9300
2021-01-13,415.0,418.0,413.0,418.0,410.1502380371094,4600
2021-01-14,418.0,420.0,418.0,420.0,412.1126708984375,3000
2021-01-15,420.0,420.0,416.0,420.0,412.1126708984375,7700
2021-01-18,416.0,419.0,416.0,418.0,410.1502380371094,3300
2021-01-19,416.0,420.0,416.0,417.0,409.16900634765625,2400
2021-01-20,416.0,420.0,416.0,420.0,412.1126708984375,1800
2021-01-21,420.0,422.0,420.0,422.0,414.07513427734375,2700
2021-01-22,420.0,422.0,420.0,420.0,412.1126708984375,6100
2021-01-25,428.0,428.0,424.0,427.0,418.9812316894531,6700
2021-01-26,429.0,429.0,425.0,428.0,419.9624328613281,1700
2021-01-27,428.0,428.0,425.0,426.0,418.0,1900
2021-01-28,426.0,427.0,422.0,426.0,418.0,6000
2021-01-29,428.0,428.0,423.0,425.0,417.0187683105469,8400
2021-02-01,425.0,427.0,425.0,425.0,417.0187683105469,4400
2021-02-02,429.0,430.0,428.0,430.0,421.9248962402344,2100
2021-02-03,433.0,434.0,430.0,434.0,425.8497619628906,2600
2021-02-04,434.0,437.0,431.0,437.0,428.7934265136719,4300
2021-02-05,440.0,440.0,438.0,440.0,431.7370910644531,16000
2021-02-08,440.0,440.0,436.0,438.0,429.774658203125,5700
2021-02-09,438.0,438.0,434.0,437.0,428.7934265136719,3400
2021-02-10,437.0,437.0,435.0,435.0,426.83099365234375,4400
2021-02-12,435.0,435.0,434.0,435.0,426.83099365234375,10000
2021-02-15,434.0,435.0,432.0,435.0,426.83099365234375,4500
2021-02-16,433.0,435.0,433.0,435.0,426.83099365234375,4600
2021-02-17,435.0,435.0,433.0,433.0,424.8685607910156,3100
2021-02-18,432.0,433.0,431.0,431.0,422.9060974121094,5200
2021-02-19,431.0,431.0,427.0,429.0,420.94366455078125,17900
2021-02-22,427.0,429.0,426.0,427.0,418.9812316894531,5400
2021-02-24,427.0,430.0,427.0,430.0,421.9248962402344,5300
2021-02-25,430.0,430.0,426.0,429.0,420.94366455078125,9200
2021-02-26,429.0,434.0,428.0,434.0,425.8497619628906,26900
2021-03-01,434.0,434.0,433.0,434.0,425.8497619628906,4400
2021-03-02,434.0,434.0,430.0,434.0,425.8497619628906,5300
2021-03-03,426.0,432.0,425.0,432.0,423.8873291015625,6800
2021-03-04,432.0,433.0,430.0,433.0,424.8685607910156,3800
2021-03-05,433.0,434.0,430.0,434.0,425.8497619628906,12500
2021-03-08,434.0,436.0,432.0,434.0,425.8497619628906,11100
2021-03-09,434.0,438.0,434.0,436.0,427.81219482421875,17500
2021-03-10,437.0,437.0,435.0,437.0,428.7934265136719,16400
2021-03-11,437.0,437.0,435.0,437.0,428.7934265136719,6100
2021-03-12,435.0,437.0,434.0,435.0,426.83099365234375,56000
2021-03-15,434.0,435.0,429.0,430.0,421.9248962402344,19400
2021-03-16,431.0,431.0,427.0,429.0,420.94366455078125,16200
2021-03-17,429.0,429.0,427.0,429.0,420.94366455078125,16000
2021-03-18,433.0,433.0,429.0,433.0,424.8685607910156,17400
2021-03-19,434.0,435.0,430.0,435.0,426.83099365234375,27100
2021-03-22,435.0,436.0,433.0,436.0,427.81219482421875,18500
2021-03-23,437.0,437.0,434.0,435.0,426.83099365234375,22900
2021-03-24,434.0,434.0,429.0,431.0,422.9060974121094,17400
2021-03-25,431.0,433.0,429.0,433.0,424.8685607910156,11600
2021-03-26,432.0,433.0,430.0,431.0,422.9060974121094,28600
2021-03-29,431.0,431.0,421.0,426.0,418.0,82600
2021-03-30,425.0,426.0,422.0,425.0,425.0,39400
2021-03-31,425.0,425.0,422.0,424.0,424.0,14900
2021-04-01,422.0,425.0,422.0,424.0,424.0,22900
2021-04-02,424.0,426.0,424.0,425.0,425.0,18800
2021-04-05,425.0,425.0,424.0,425.0,425.0,7300
2021-04-06,425.0,426.0,423.0,424.0,424.0,6600
2021-04-07,424.0,426.0,423.0,424.0,424.0,24000
2021-04-08,424.0,424.0,420.0,422.0,422.0,7200
2021-04-09,422.0,423.0,421.0,421.0,421.0,6300
2021-04-12,421.0,421.0,419.0,420.0,420.0,5300
2021-04-13,420.0,420.0,419.0,420.0,420.0,4800
2021-04-14,420.0,420.0,418.0,420.0,420.0,5600
2021-04-15,420.0,422.0,419.0,421.0,421.0,11300
2021-04-16,421.0,421.0,420.0,420.0,420.0,4200
2021-04-19,420.0,420.0,418.0,419.0,419.0,4600
2021-04-20,419.0,419.0,416.0,419.0,419.0,8000
2021-04-21,416.0,419.0,416.0,417.0,417.0,9500
2021-04-22,417.0,417.0,416.0,417.0,417.0,14200
2021-04-23,416.0,417.0,416.0,416.0,416.0,3400
2021-04-26,416.0,416.0,414.0,414.0,414.0,5400
2021-04-27,414.0,414.0,412.0,412.0,412.0,5100
2021-04-28,412.0,412.0,410.0,411.0,411.0,15600
2021-04-30,411.0,412.0,410.0,410.0,410.0,7600
2021-05-06,409.0,409.0,398.0,398.0,398.0,30500
2021-05-07,422.0,422.0,405.0,405.0,405.0,62200
2021-05-10,405.0,409.0,401.0,409.0,409.0,22000
2021-05-11,409.0,409.0,402.0,403.0,403.0,14400
2021-05-12,403.0,403.0,399.0,400.0,400.0,13500
2021-05-13,400.0,401.0,396.0,396.0,396.0,22000
2021-05-14,396.0,400.0,393.0,397.0,397.0,19700
2021-05-17,403.0,403.0,395.0,396.0,396.0,15800
