Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,3085.0,3395.0,3065.0,3350.0,3350.0,102200
2021-01-05,3275.0,3330.0,3185.0,3260.0,3260.0,70600
2021-01-06,3250.0,3430.0,3245.0,3280.0,3280.0,59200
2021-01-07,3275.0,3280.0,3185.0,3200.0,3200.0,43400
2021-01-08,3235.0,3285.0,3185.0,3260.0,3260.0,40800
2021-01-12,3275.0,3280.0,3110.0,3280.0,3280.0,51400
2021-01-13,3255.0,3400.0,3190.0,3380.0,3380.0,60000
2021-01-14,3400.0,3400.0,3255.0,3315.0,3315.0,63200
2021-01-15,3280.0,3315.0,3205.0,3235.0,3235.0,39200
2021-01-18,3195.0,3300.0,3115.0,3265.0,3265.0,28200
2021-01-19,3320.0,3335.0,3270.0,3290.0,3290.0,15000
2021-01-20,3290.0,3325.0,3215.0,3215.0,3215.0,21400
2021-01-21,3240.0,3375.0,3235.0,3290.0,3290.0,52000
2021-01-22,3280.0,3310.0,3210.0,3255.0,3255.0,37800
2021-01-25,3405.0,3745.0,3390.0,3625.0,3625.0,224600
2021-01-26,3690.0,3710.0,3510.0,3675.0,3675.0,88200
2021-01-27,3720.0,3730.0,3530.0,3610.0,3610.0,51600
2021-01-28,3485.0,3665.0,3405.0,3615.0,3615.0,58400
2021-01-29,3665.0,3740.0,3430.0,3465.0,3465.0,58400
2021-02-01,3465.0,3640.0,3385.0,3555.0,3555.0,37200
2021-02-02,3540.0,3725.0,3540.0,3645.0,3645.0,33400
2021-02-03,3710.0,3725.0,3505.0,3555.0,3555.0,41000
2021-02-04,3580.0,3590.0,3495.0,3580.0,3580.0,21400
2021-02-05,3610.0,3635.0,3530.0,3630.0,3630.0,17000
2021-02-08,3695.0,3695.0,3550.0,3595.0,3595.0,22200
2021-02-09,3595.0,3660.0,3515.0,3635.0,3635.0,30400
2021-02-10,3600.0,3640.0,3550.0,3570.0,3570.0,18400
2021-02-12,3570.0,3600.0,3525.0,3600.0,3600.0,32200
2021-02-15,3560.0,3790.0,3505.0,3535.0,3535.0,92600
2021-02-16,3570.0,3570.0,3455.0,3465.0,3465.0,60000
2021-02-17,3445.0,3445.0,3285.0,3300.0,3300.0,65400
2021-02-18,3265.0,3375.0,3225.0,3230.0,3230.0,28600
2021-02-19,3230.0,3270.0,3035.0,3155.0,3155.0,67200
2021-02-22,3220.0,3290.0,3125.0,3165.0,3165.0,26400
2021-02-24,3095.0,3120.0,2950.0,2975.0,2975.0,40800
2021-02-25,3050.0,3050.0,2905.0,2910.0,2910.0,27200
2021-02-26,2875.0,2945.0,2800.0,2845.0,2845.0,38000
2021-03-01,2850.0,2940.0,2810.0,2810.0,2810.0,15600
2021-03-02,2810.0,2840.0,2775.0,2785.0,2785.0,13200
2021-03-03,2785.0,2785.0,2680.0,2750.0,2750.0,23000
2021-03-04,2680.0,2700.0,2605.0,2685.0,2685.0,25800
2021-03-05,2680.0,2680.0,2425.0,2485.0,2485.0,93000
2021-03-08,2520.0,2545.0,2412.5,2472.5,2472.5,54200
2021-03-09,2437.5,2490.0,2375.0,2455.0,2455.0,36000
2021-03-10,2492.5,2510.0,2335.0,2370.0,2370.0,56000
2021-03-11,2440.0,2440.0,2315.0,2387.5,2387.5,47000
2021-03-12,2492.5,2675.0,2440.0,2615.0,2615.0,71600
2021-03-15,2610.0,2615.0,2515.0,2525.0,2525.0,30800
2021-03-16,2825.0,2865.0,2700.0,2745.0,2745.0,151600
2021-03-17,2715.0,2735.0,2605.0,2625.0,2625.0,70800
2021-03-18,2635.0,2725.0,2625.0,2690.0,2690.0,46800
2021-03-19,2625.0,2640.0,2550.0,2595.0,2595.0,42600
2021-03-22,2595.0,2620.0,2545.0,2620.0,2620.0,31600
2021-03-23,2580.0,2640.0,2530.0,2530.0,2530.0,34000
2021-03-24,2525.0,2530.0,2465.0,2465.0,2465.0,32200
2021-03-25,2455.0,2475.0,2390.0,2445.0,2445.0,31800
2021-03-26,2410.0,2487.5,2410.0,2455.0,2455.0,23000
2021-03-29,2510.0,2525.0,2400.0,2400.0,2400.0,80000
2021-03-30,2450.0,2450.0,2351.0,2362.0,2362.0,22900
2021-03-31,2378.0,2605.0,2378.0,2512.0,2512.0,47100
2021-04-01,2488.0,2544.0,2476.0,2529.0,2529.0,36100
2021-04-02,2556.0,2698.0,2536.0,2635.0,2635.0,42900
2021-04-05,2680.0,2680.0,2580.0,2629.0,2629.0,22400
2021-04-06,2610.0,2610.0,2512.0,2515.0,2515.0,36000
2021-04-07,2525.0,2590.0,2514.0,2535.0,2535.0,13300
2021-04-08,2564.0,2564.0,2450.0,2460.0,2460.0,21000
2021-04-09,2468.0,2477.0,2440.0,2443.0,2443.0,15800
2021-04-12,2453.0,2486.0,2410.0,2443.0,2443.0,16400
2021-04-13,2420.0,2470.0,2420.0,2425.0,2425.0,10100
2021-04-14,2430.0,2464.0,2429.0,2449.0,2449.0,9300
2021-04-15,2432.0,2444.0,2413.0,2414.0,2414.0,12000
2021-04-16,2421.0,2469.0,2407.0,2435.0,2435.0,16800
2021-04-19,2438.0,2523.0,2395.0,2500.0,2500.0,26500
2021-04-20,2482.0,2525.0,2460.0,2519.0,2519.0,19700
2021-04-21,2471.0,2471.0,2390.0,2394.0,2394.0,33100
